OBJECTID	FORMULARIO	GRAVEDAD	CLASE_ACC
431480	A001127635	CON HERIDOS	CHOQUE
431481	A001128254	CON HERIDOS	VOLCAMIENTO
431482	A001176682	CON HERIDOS	CHOQUE
431501	A001134332	SOLO DANOS	CHOQUE
431502	A001128541	SOLO DANOS	CHOQUE
431504	A001128542	SOLO DANOS	CHOQUE
431508	A001062424	CON HERIDOS	ATROPELLO
431513	A001130414	SOLO DANOS	CHOQUE
431521	A001128636	SOLO DANOS	CHOQUE
431526	A001133660	CON HERIDOS	CHOQUE
431527	A001179409	SOLO DANOS	CHOQUE
431530	A001236747	SOLO DANOS	CHOQUE
431531	A001175642	SOLO DANOS	CHOQUE
431532	A001185215	SOLO DANOS	CHOQUE
431534	A001232811	CON HERIDOS	CHOQUE
431537	A001232822	SOLO DANOS	CHOQUE
431539	A001175867	CON HERIDOS	VOLCAMIENTO
431541	A001178583	SOLO DANOS	CHOQUE
431544	A001131253	SOLO DANOS	CHOQUE
431545	A001183548	SOLO DANOS	CHOQUE
431546	A001233328	SOLO DANOS	CHOQUE
431547	A001233424	SOLO DANOS	CHOQUE
431548	A001232504	SOLO DANOS	CHOQUE
431550	A001182737	SOLO DANOS	CHOQUE
431553	A001129241	CON HERIDOS	ATROPELLO
431556	A001236798	SOLO DANOS	CHOQUE
431557	A001184890	CON HERIDOS	CHOQUE
431560	A001180200	CON HERIDOS	CHOQUE
431562	A001235382	SOLO DANOS	CHOQUE
431565	A001136392	SOLO DANOS	CHOQUE
431568	A001232701	CON HERIDOS	CAIDA DE OCUPANTE
431571	A001183933	SOLO DANOS	CHOQUE
431572	A001232970	SOLO DANOS	CHOQUE
431574	A001234421	CON HERIDOS	CAIDA DE OCUPANTE
431579	A001177748	CON HERIDOS	ATROPELLO
431581	A001182842	SOLO DANOS	CHOQUE
431582	A001135043	SOLO DANOS	CHOQUE
431585	A001184389	SOLO DANOS	CHOQUE
431586	A001136362	SOLO DANOS	CHOQUE
431588	A001181714	CON HERIDOS	CHOQUE
431589	A001135877	CON HERIDOS	CHOQUE
431594	A001175753	CON HERIDOS	CHOQUE
431595	A001134299	SOLO DANOS	CHOQUE
431597	A001135202	CON HERIDOS	ATROPELLO
431599	A001176109	CON HERIDOS	CAIDA DE OCUPANTE
431601	A001177996	SOLO DANOS	CHOQUE
431604	A001184974	SOLO DANOS	CHOQUE
431605	A001183655	CON HERIDOS	CHOQUE
431609	A001179669	SOLO DANOS	CHOQUE
431610	A001234579	SOLO DANOS	CHOQUE
431613	A001134232	SOLO DANOS	CHOQUE
431617	A001128460	CON HERIDOS	CHOQUE
431618	A001135018	SOLO DANOS	CHOQUE
431619	A001134993	SOLO DANOS	CHOQUE
431620	A001133444	SOLO DANOS	CHOQUE
431621	A001128015	CON HERIDOS	CHOQUE
431625	A001176392	CON HERIDOS	CHOQUE
431629	A001183254	CON HERIDOS	CHOQUE
431630	A001233428	SOLO DANOS	CHOQUE
431631	A001233861	CON HERIDOS	CHOQUE
431632	A001235091	SOLO DANOS	CHOQUE
431633	A001234615	SOLO DANOS	CHOQUE
431634	A001185213	SOLO DANOS	CHOQUE
431635	A001233650	SOLO DANOS	CHOQUE
431636	A001234612	SOLO DANOS	CHOQUE
431637	A001234813	SOLO DANOS	CHOQUE
431639	A001176788	CON HERIDOS	ATROPELLO
431641	A001231985	CON HERIDOS	ATROPELLO
431642	A001177823	CON HERIDOS	CAIDA DE OCUPANTE
431643	A001181293	SOLO DANOS	CHOQUE
431645	A001235228	CON HERIDOS	ATROPELLO
431646	A001135161	SOLO DANOS	CHOQUE
431649	A001182344	CON HERIDOS	CHOQUE
431652	A001235869	CON HERIDOS	CHOQUE
431657	A001234041	CON HERIDOS	CAIDA DE OCUPANTE
431658	A001179073	SOLO DANOS	CHOQUE
431661	A001182338	SOLO DANOS	CHOQUE
431663	A001130418	CON HERIDOS	ATROPELLO
431670	A001183935	CON HERIDOS	CHOQUE
431671	A001134645	CON HERIDOS	CHOQUE
431672	A001135581	SOLO DANOS	CHOQUE
431673	A001178707	CON HERIDOS	VOLCAMIENTO
431678	A001236061	SOLO DANOS	CHOQUE
431679	A001180493	SOLO DANOS	CHOQUE
431680	A001133134	SOLO DANOS	CHOQUE
431691	A001128408	SOLO DANOS	CHOQUE
431698	A001134700	SOLO DANOS	CHOQUE
431704	A001135897	SOLO DANOS	CHOQUE
431713	A001177669	CON HERIDOS	ATROPELLO
431717	A001180144	CON HERIDOS	CHOQUE
431723	A001180840	CON HERIDOS	CHOQUE
431724	A001181000	CON HERIDOS	CHOQUE
431725	A001179645	CON HERIDOS	CHOQUE
431726	A001181708	CON HERIDOS	CHOQUE
431727	A001181245	CON HERIDOS	CHOQUE
431728	A001181525	CON HERIDOS	CHOQUE
431729	A001181617	CON HERIDOS	CHOQUE
431730	A001180976	CON HERIDOS	CHOQUE
431731	A001178482	CON HERIDOS	CHOQUE
431733	A001129894	CON HERIDOS	CHOQUE
431734	A001178598	SOLO DANOS	CHOQUE
431736	A001184568	CON HERIDOS	CHOQUE
431738	A001185466	CON HERIDOS	CHOQUE
431741	A001180331	CON HERIDOS	CHOQUE
431746	A001178318	SOLO DANOS	CHOQUE
431747	A001176794	SOLO DANOS	CHOQUE
431748	A001184267	SOLO DANOS	CHOQUE
431750	A001179437	SOLO DANOS	CHOQUE
431751	A001128194	SOLO DANOS	CHOQUE
431753	A001131285	SOLO DANOS	CHOQUE
431754	A001132350	CON HERIDOS	CAIDA DE OCUPANTE
431755	A001233912	SOLO DANOS	CHOQUE
431757	A001131280	SOLO DANOS	CHOQUE
431759	A001236543	SOLO DANOS	CHOQUE
431761	A001176655	SOLO DANOS	CHOQUE
431762	A001235706	SOLO DANOS	CHOQUE
431763	A001176677	SOLO DANOS	CHOQUE
431765	A001184263	CON HERIDOS	CHOQUE
431768	A001235472	SOLO DANOS	CHOQUE
431772	A001180128	SOLO DANOS	CHOQUE
431773	A001176599	SOLO DANOS	CHOQUE
431774	A001177553	CON HERIDOS	ATROPELLO
431775	A001176178	SOLO DANOS	CHOQUE
431776	A001176870	SOLO DANOS	CHOQUE
431777	A001176727	SOLO DANOS	CHOQUE
431778	A001177288	CON HERIDOS	CHOQUE
431779	A001176065	CON HERIDOS	CHOQUE
431780	A001176222	CON HERIDOS	VOLCAMIENTO
431781	A001176470	CON HERIDOS	CHOQUE
431782	A001177663	CON HERIDOS	CHOQUE
431783	A001177125	SOLO DANOS	CHOQUE
431784	A001176915	CON HERIDOS	CHOQUE
431785	A001177640	CON MUERTOS	ATROPELLO
431786	A001134387	CON HERIDOS	CHOQUE
431787	A001128241	SOLO DANOS	CHOQUE
431788	A001135643	SOLO DANOS	CHOQUE
431789	A001128509	SOLO DANOS	CHOQUE
431790	A001176928	CON HERIDOS	VOLCAMIENTO
431791	A001177537	CON HERIDOS	ATROPELLO
431792	A001177767	CON HERIDOS	ATROPELLO
431793	A001127865	SOLO DANOS	CHOQUE
431794	A001128063	CON HERIDOS	CAIDA DE OCUPANTE
431795	A001136257	CON HERIDOS	CHOQUE
431796	A001135990	SOLO DANOS	CHOQUE
431797	A001177262	CON HERIDOS	CHOQUE
431798	A001177588	CON HERIDOS	ATROPELLO
431799	A001177104	CON HERIDOS	CHOQUE
431800	A001177060	SOLO DANOS	CHOQUE
431801	A001127839	SOLO DANOS	CHOQUE
431802	A001135991	CON HERIDOS	CHOQUE
431803	A001136067	SOLO DANOS	CHOQUE
431804	A001128671	SOLO DANOS	CHOQUE
431805	A001177453	CON HERIDOS	ATROPELLO
431806	A001177461	CON HERIDOS	CHOQUE
431807	A001176530	CON HERIDOS	CHOQUE
431808	A001176280	SOLO DANOS	CHOQUE
431809	A001176902	SOLO DANOS	CHOQUE
431810	A001175720	SOLO DANOS	CHOQUE
431811	A001176454	SOLO DANOS	CHOQUE
431812	A001176724	SOLO DANOS	CHOQUE
431813	A001177295	CON HERIDOS	CHOQUE
431814	A001136554	CON HERIDOS	CHOQUE
431815	A001177639	CON HERIDOS	ATROPELLO
431816	A001176896	SOLO DANOS	CHOQUE
431817	A001181124	SOLO DANOS	CHOQUE
431818	A001183833	SOLO DANOS	CHOQUE
431819	A001180798	SOLO DANOS	CHOQUE
431820	A001183288	SOLO DANOS	CHOQUE
431821	A001183773	SOLO DANOS	CHOQUE
431822	A001180709	SOLO DANOS	CHOQUE
431823	A001181042	SOLO DANOS	CHOQUE
431824	A001184196	SOLO DANOS	CHOQUE
431825	A001176803	CON HERIDOS	ATROPELLO
431826	A001184071	SOLO DANOS	CHOQUE
431827	A001184302	SOLO DANOS	CHOQUE
431828	A001184791	SOLO DANOS	CHOQUE
431829	A001183507	CON HERIDOS	ATROPELLO
431830	A001183520	CON HERIDOS	ATROPELLO
431831	A001184067	CON HERIDOS	CHOQUE
431832	A001183191	SOLO DANOS	CHOQUE
431833	A001181268	SOLO DANOS	CHOQUE
431834	A001179029	SOLO DANOS	CHOQUE
431835	A001182941	SOLO DANOS	CHOQUE
431836	A001178012	SOLO DANOS	CHOQUE
431837	A001178746	SOLO DANOS	CHOQUE
431838	A001183521	CON HERIDOS	CHOQUE
431839	A001178463	CON HERIDOS	VOLCAMIENTO
431840	A001181174	SOLO DANOS	CHOQUE
431841	A001180638	SOLO DANOS	CHOQUE
431842	A001184084	SOLO DANOS	CHOQUE
431843	A001181638	SOLO DANOS	CHOQUE
431844	A001181598	SOLO DANOS	CHOQUE
431845	A001181644	SOLO DANOS	CHOQUE
431846	A001184357	SOLO DANOS	CHOQUE
431847	A001184619	CON HERIDOS	CHOQUE
431848	A001179889	SOLO DANOS	CHOQUE
431849	A001183722	CON HERIDOS	CHOQUE
431850	A001181693	SOLO DANOS	CHOQUE
431851	A001179474	SOLO DANOS	CHOQUE
431852	A001179109	SOLO DANOS	CHOQUE
431853	A001183741	SOLO DANOS	CHOQUE
431854	A001180688	SOLO DANOS	CHOQUE
431855	A001180487	SOLO DANOS	CHOQUE
431856	A001181162	SOLO DANOS	CHOQUE
431857	A001232751	SOLO DANOS	CHOQUE
431858	A001233989	CON HERIDOS	CHOQUE
431859	A001233789	SOLO DANOS	CHOQUE
431860	A001233018	CON HERIDOS	ATROPELLO
431861	A001233871	CON HERIDOS	ATROPELLO
431862	A001233796	CON HERIDOS	CHOQUE
431863	A001233557	SOLO DANOS	CHOQUE
431864	A001233716	SOLO DANOS	CHOQUE
431865	A001233819	CON HERIDOS	CHOQUE
431866	A001233763	SOLO DANOS	CHOQUE
431867	A001234158	CON HERIDOS	CHOQUE
431868	A001233834	SOLO DANOS	CHOQUE
431869	A001233919	CON HERIDOS	CAIDA DE OCUPANTE
431870	A001233942	SOLO DANOS	CHOQUE
431871	A001233777	SOLO DANOS	CHOQUE
431872	A001234032	CON HERIDOS	ATROPELLO
431873	A001234016	SOLO DANOS	CHOQUE
431874	A001234064	CON HERIDOS	CHOQUE
431875	A001233420	SOLO DANOS	CHOQUE
431876	A001233129	SOLO DANOS	CHOQUE
431877	A001233780	SOLO DANOS	CHOQUE
431878	A001234182	SOLO DANOS	CHOQUE
431879	A001234170	CON HERIDOS	CHOQUE
431880	A001233784	SOLO DANOS	CHOQUE
431881	A001233108	SOLO DANOS	CHOQUE
431882	A001233929	SOLO DANOS	CHOQUE
431883	A001233185	SOLO DANOS	CHOQUE
431884	A001233970	CON HERIDOS	CHOQUE
431885	A001233856	CON HERIDOS	CHOQUE
431886	A001233684	SOLO DANOS	CHOQUE
431887	A001233774	CON HERIDOS	CHOQUE
431888	A001233854	SOLO DANOS	CHOQUE
431889	A001233198	SOLO DANOS	CHOQUE
431890	A001234156	SOLO DANOS	CHOQUE
431891	A001233841	CON HERIDOS	CHOQUE
431892	A001233753	CON HERIDOS	ATROPELLO
431893	A001234199	CON HERIDOS	CHOQUE
431894	A001233971	SOLO DANOS	CHOQUE
431895	A001233350	SOLO DANOS	CHOQUE
431896	A001234047	CON HERIDOS	CHOQUE
431897	A001233273	CON HERIDOS	CHOQUE
431898	A001233893	SOLO DANOS	CHOQUE
431899	A001232800	SOLO DANOS	CHOQUE
431900	A001233714	CON HERIDOS	CHOQUE
431901	A001184713	CON HERIDOS	CHOQUE
431902	A001184147	SOLO DANOS	CHOQUE
431903	A001178666	SOLO DANOS	CHOQUE
431904	A001176657	SOLO DANOS	CHOQUE
431905	A001184376	SOLO DANOS	CHOQUE
431906	A001179160	SOLO DANOS	CHOQUE
431907	A001179398	SOLO DANOS	CHOQUE
431908	A001182649	SOLO DANOS	CHOQUE
431909	A001178077	SOLO DANOS	CHOQUE
431910	A001177968	SOLO DANOS	CHOQUE
431911	A001183151	SOLO DANOS	CHOQUE
431912	A001178849	SOLO DANOS	CHOQUE
431913	A001184090	CON HERIDOS	VOLCAMIENTO
431914	A001179747	SOLO DANOS	CHOQUE
431915	A001180276	SOLO DANOS	CHOQUE
431916	A001179760	SOLO DANOS	CHOQUE
431917	A001181374	SOLO DANOS	CHOQUE
431918	A001179824	SOLO DANOS	CHOQUE
431919	A001180954	SOLO DANOS	CHOQUE
431920	A001183084	SOLO DANOS	CHOQUE
431921	A001177097	SOLO DANOS	CHOQUE
431922	A001179618	SOLO DANOS	CHOQUE
431923	A001183351	CON HERIDOS	CHOQUE
431924	A001183764	CON HERIDOS	VOLCAMIENTO
431925	A001178872	SOLO DANOS	CHOQUE
431926	A001183054	SOLO DANOS	CHOQUE
431927	A001178860	SOLO DANOS	CHOQUE
431928	A001182744	SOLO DANOS	CHOQUE
431929	A001178544	SOLO DANOS	CHOQUE
431930	A001183850	SOLO DANOS	CHOQUE
431931	A001180363	SOLO DANOS	CHOQUE
431932	A001180172	SOLO DANOS	CHOQUE
431933	A001178545	SOLO DANOS	CHOQUE
431934	A001183992	CON HERIDOS	CHOQUE
431935	A001183488	SOLO DANOS	CHOQUE
431936	A001179621	SOLO DANOS	CHOQUE
431937	A001181820	SOLO DANOS	CHOQUE
431938	A001184346	SOLO DANOS	CHOQUE
431939	A001184601	SOLO DANOS	CHOQUE
431940	A001181460	CON MUERTOS	ATROPELLO
431941	A001184523	CON MUERTOS	ATROPELLO
431942	A001184100	SOLO DANOS	CHOQUE
431943	A001184388	SOLO DANOS	CHOQUE
431944	A001232736	CON HERIDOS	ATROPELLO
431945	A001232719	CON HERIDOS	ATROPELLO
431946	A001185144	SOLO DANOS	CHOQUE
431947	A001232117	SOLO DANOS	CHOQUE
431948	A001185395	SOLO DANOS	CHOQUE
431949	A001231988	SOLO DANOS	CHOQUE
431950	A001232018	CON HERIDOS	ATROPELLO
431951	A001232109	SOLO DANOS	CHOQUE
431952	A001232631	CON HERIDOS	CHOQUE
431953	A001232878	CON HERIDOS	CAIDA DE OCUPANTE
431954	A001232890	SOLO DANOS	CHOQUE
431955	A001232605	SOLO DANOS	CHOQUE
431956	A001232843	SOLO DANOS	CHOQUE
431957	A001232481	CON HERIDOS	CHOQUE
431958	A001232688	CON HERIDOS	CHOQUE
431959	A001232506	SOLO DANOS	CHOQUE
431960	A001232749	SOLO DANOS	CHOQUE
431961	A001232428	SOLO DANOS	CHOQUE
431962	A001232540	CON HERIDOS	CHOQUE
431963	A001232992	CON HERIDOS	ATROPELLO
431964	A001234807	CON HERIDOS	CHOQUE
431965	A001234537	CON HERIDOS	CAIDA DE OCUPANTE
431966	A001234173	CON HERIDOS	CAIDA DE OCUPANTE
431967	A001234516	SOLO DANOS	CHOQUE
431968	A001234374	CON HERIDOS	CHOQUE
431969	A001234404	SOLO DANOS	CHOQUE
431970	A001234431	SOLO DANOS	CHOQUE
431971	A001234766	SOLO DANOS	CHOQUE
431972	A001233731	SOLO DANOS	CHOQUE
431973	A001234507	CON HERIDOS	ATROPELLO
431974	A001234608	CON HERIDOS	CAIDA DE OCUPANTE
431975	A001234923	CON HERIDOS	ATROPELLO
431976	A001234435	SOLO DANOS	CHOQUE
431977	A001234399	SOLO DANOS	CHOQUE
431978	A001233548	SOLO DANOS	CHOQUE
431979	A001234775	CON HERIDOS	VOLCAMIENTO
431980	A001234990	CON HERIDOS	CHOQUE
431981	A001233762	SOLO DANOS	CHOQUE
431982	A001234492	CON HERIDOS	ATROPELLO
431983	A001234163	SOLO DANOS	CHOQUE
431984	A001234344	SOLO DANOS	CHOQUE
431985	A001234658	SOLO DANOS	CHOQUE
431986	A001234338	CON HERIDOS	CHOQUE
431987	A001234355	CON HERIDOS	CHOQUE
431988	A001234307	SOLO DANOS	CHOQUE
431989	A001233710	SOLO DANOS	CHOQUE
431990	A001233211	SOLO DANOS	CHOQUE
431991	A001232028	CON HERIDOS	CAIDA DE OCUPANTE
431992	A001233277	SOLO DANOS	CHOQUE
431993	A001231982	SOLO DANOS	CHOQUE
431994	A001185428	CON MUERTOS	VOLCAMIENTO
431995	A001233076	SOLO DANOS	CHOQUE
431996	A001234353	SOLO DANOS	CHOQUE
431997	A001234101	SOLO DANOS	CHOQUE
431998	A001184949	SOLO DANOS	CHOQUE
431999	A001234249	SOLO DANOS	CHOQUE
432000	A001234070	SOLO DANOS	CHOQUE
432001	A001233948	SOLO DANOS	CHOQUE
432002	A001232524	SOLO DANOS	CHOQUE
432003	A001234285	CON HERIDOS	CHOQUE
432004	A001234524	CON MUERTOS	CHOQUE
432005	A001234339	CON HERIDOS	ATROPELLO
432006	A001233299	SOLO DANOS	CHOQUE
432007	A001234234	CON MUERTOS	VOLCAMIENTO
432008	A001234033	CON HERIDOS	CAIDA DE OCUPANTE
432009	A001234262	SOLO DANOS	CHOQUE
432010	A001234402	CON HERIDOS	CHOQUE
432011	A001185142	SOLO DANOS	CHOQUE
432012	A001233693	CON HERIDOS	CHOQUE
432013	A001234164	CON HERIDOS	VOLCAMIENTO
432014	A001233838	SOLO DANOS	CHOQUE
432015	A001234395	SOLO DANOS	CHOQUE
432016	A001234630	CON HERIDOS	CHOQUE
432017	A001233794	SOLO DANOS	CHOQUE
432018	A001234629	CON HERIDOS	ATROPELLO
432019	A001233213	SOLO DANOS	CHOQUE
432020	A001234744	CON HERIDOS	ATROPELLO
432021	A001233905	SOLO DANOS	CHOQUE
432022	A001233614	SOLO DANOS	CHOQUE
432023	A001233804	CON HERIDOS	CHOQUE
432024	A001233652	CON HERIDOS	VOLCAMIENTO
432025	A001232956	SOLO DANOS	CHOQUE
432026	A001131564	CON HERIDOS	CHOQUE
432029	A001176687	CON MUERTOS	ATROPELLO
432034	A001176105	SOLO DANOS	CHOQUE
432035	A001132953	SOLO DANOS	CHOQUE
432043	A001175951	SOLO DANOS	CHOQUE
432048	A001136121	SOLO DANOS	CHOQUE
432054	A001175980	SOLO DANOS	CHOQUE
432056	A001176217	CON HERIDOS	CAIDA DE OCUPANTE
432059	A001176378	CON HERIDOS	CHOQUE
432064	A001176113	SOLO DANOS	CHOQUE
432068	A001176036	SOLO DANOS	CHOQUE
432070	A001131563	SOLO DANOS	VOLCAMIENTO
432071	A001179607	SOLO DANOS	CHOQUE
432072	A001127289	SOLO DANOS	CHOQUE
432073	A001127274	SOLO DANOS	CHOQUE
432074	A001183167	CON HERIDOS	CHOQUE
432075	A001178045	SOLO DANOS	CHOQUE
432076	A001178244	SOLO DANOS	CHOQUE
432077	A001127275	SOLO DANOS	CHOQUE
432078	A001182752	CON HERIDOS	CHOQUE
432079	A001183303	SOLO DANOS	CHOQUE
432080	A001178417	SOLO DANOS	CHOQUE
432081	A001182282	SOLO DANOS	CHOQUE
432082	A001183276	SOLO DANOS	CHOQUE
432083	A001178418	SOLO DANOS	CHOQUE
432084	A001183284	SOLO DANOS	CHOQUE
432085	A001127215	SOLO DANOS	CHOQUE
432086	A001127222	SOLO DANOS	CHOQUE
432087	A001183271	CON HERIDOS	ATROPELLO
432088	A001127353	SOLO DANOS	CHOQUE
432089	A001177563	SOLO DANOS	CHOQUE
432090	A001182481	SOLO DANOS	CHOQUE
432091	A001182650	SOLO DANOS	CHOQUE
432092	A001127214	SOLO DANOS	CHOQUE
432093	A001127271	SOLO DANOS	CHOQUE
432094	A001181991	CON MUERTOS	OTRO
432095	A001183255	CON HERIDOS	CHOQUE
432096	A001127299	SOLO DANOS	CHOQUE
432097	A001182763	SOLO DANOS	CHOQUE
432098	A001183294	SOLO DANOS	CHOQUE
432099	A001181263	SOLO DANOS	CHOQUE
432100	A001177778	SOLO DANOS	CHOQUE
432101	A001177247	SOLO DANOS	CHOQUE
432102	A001177436	SOLO DANOS	CHOQUE
432103	A001177386	SOLO DANOS	CHOQUE
432104	A001183292	SOLO DANOS	CHOQUE
432105	A001127256	SOLO DANOS	CHOQUE
432106	A001182140	CON HERIDOS	CHOQUE
432107	A001177678	SOLO DANOS	CHOQUE
432108	A001183250	SOLO DANOS	CHOQUE
432109	A001177586	SOLO DANOS	CHOQUE
432110	A001233689	SOLO DANOS	CHOQUE
432111	A001185491	CON HERIDOS	CHOQUE
432112	A001232082	SOLO DANOS	CHOQUE
432113	A001233540	SOLO DANOS	CHOQUE
432128	A001131162	SOLO DANOS	CHOQUE
432133	A001130562	CON HERIDOS	CHOQUE
432134	A001132374	CON HERIDOS	CHOQUE
432135	A001130824	SOLO DANOS	CHOQUE
432153	A001133109	SOLO DANOS	CHOQUE
432160	A001176405	SOLO DANOS	CHOQUE
432161	A001127747	SOLO DANOS	CHOQUE
432162	A001175596	SOLO DANOS	CHOQUE
432163	A001175804	SOLO DANOS	CHOQUE
432164	A001175574	CON HERIDOS	ATROPELLO
432165	A001176283	SOLO DANOS	CHOQUE
432166	A001176704	CON HERIDOS	CHOQUE
432167	A001176202	SOLO DANOS	CHOQUE
432168	A001176412	SOLO DANOS	OTRO
432169	A001176003	SOLO DANOS	CHOQUE
432170	A001175912	SOLO DANOS	CHOQUE
432171	A001127912	SOLO DANOS	CHOQUE
432172	A001128349	SOLO DANOS	CHOQUE
432173	A001128432	SOLO DANOS	CHOQUE
432174	A001175654	SOLO DANOS	CHOQUE
432175	A001176278	CON MUERTOS	CHOQUE
432176	A001175639	CON HERIDOS	CHOQUE
432177	A001175931	CON HERIDOS	ATROPELLO
432178	A001128515	SOLO DANOS	CHOQUE
432179	A001176399	CON HERIDOS	CHOQUE
432180	A001176551	CON HERIDOS	CHOQUE
432181	A001176112	SOLO DANOS	CHOQUE
432182	A001128490	SOLO DANOS	CHOQUE
432183	A001176150	SOLO DANOS	CHOQUE
432184	A001175848	SOLO DANOS	CHOQUE
432185	A001128504	SOLO DANOS	CHOQUE
432186	A001175991	SOLO DANOS	CHOQUE
432187	A001175751	SOLO DANOS	CHOQUE
432188	A001128331	SOLO DANOS	CHOQUE
432189	A001176905	CON HERIDOS	CHOQUE
432190	A001177337	CON HERIDOS	CHOQUE
432191	A001176690	SOLO DANOS	CHOQUE
432192	A001176860	SOLO DANOS	CHOQUE
432193	A001177681	CON HERIDOS	CHOQUE
432194	A001176880	SOLO DANOS	CHOQUE
432195	A001176903	SOLO DANOS	CHOQUE
432196	A001175862	SOLO DANOS	CHOQUE
432197	A001177698	CON HERIDOS	CHOQUE
432198	A001176773	SOLO DANOS	CHOQUE
432199	A001176912	SOLO DANOS	CHOQUE
432200	A001177161	SOLO DANOS	CHOQUE
432201	A001177737	CON HERIDOS	CHOQUE
432202	A001177795	CON HERIDOS	ATROPELLO
432203	A001176750	CON HERIDOS	CHOQUE
432205	A001175636	CON HERIDOS	CHOQUE
432223	A001131975	CON HERIDOS	CHOQUE
432225	A001127730	SOLO DANOS	CHOQUE
432235	A001135872	CON HERIDOS	CHOQUE
432246	A001176091	SOLO DANOS	CHOQUE
432247	A001232087	CON HERIDOS	CHOQUE
432248	A001185276	SOLO DANOS	CHOQUE
432249	A001232070	SOLO DANOS	CHOQUE
432250	A001232090	CON HERIDOS	CHOQUE
432251	A001185478	CON HERIDOS	CHOQUE
432252	A001184626	SOLO DANOS	CHOQUE
432253	A001185531	CON HERIDOS	CHOQUE
432254	A001184475	CON HERIDOS	CHOQUE
432255	A001232488	SOLO DANOS	CHOQUE
432256	A001185414	SOLO DANOS	CHOQUE
432257	A001232805	CON HERIDOS	CAIDA DE OCUPANTE
432258	A001232471	SOLO DANOS	CHOQUE
432259	A001232550	CON HERIDOS	CHOQUE
432260	A001231998	SOLO DANOS	CHOQUE
432261	A001232474	SOLO DANOS	CHOQUE
432262	A001232721	SOLO DANOS	CHOQUE
432263	A001232095	SOLO DANOS	CHOQUE
432264	A001232068	CON MUERTOS	ATROPELLO
432265	A001232490	SOLO DANOS	CHOQUE
432266	A001232548	CON HERIDOS	CHOQUE
432267	A001232574	SOLO DANOS	CHOQUE
432268	A001185096	SOLO DANOS	CHOQUE
432269	A001184901	CON HERIDOS	CAIDA DE OCUPANTE
432270	A001183817	CON HERIDOS	CHOQUE
432271	A001232511	SOLO DANOS	CHOQUE
432272	A001232976	CON HERIDOS	CHOQUE
432273	A001185404	SOLO DANOS	CHOQUE
432274	A001184976	SOLO DANOS	CHOQUE
432275	A001185285	SOLO DANOS	CHOQUE
432276	A001232498	CON MUERTOS	CHOQUE
432277	A001180027	SOLO DANOS	CHOQUE
432278	A001185291	CON HERIDOS	CHOQUE
432279	A001232725	SOLO DANOS	CHOQUE
432280	A001232572	CON HERIDOS	CHOQUE
432281	A001185033	SOLO DANOS	CHOQUE
432282	A001185437	CON HERIDOS	ATROPELLO
432283	A001232952	SOLO DANOS	CHOQUE
432284	A001232449	SOLO DANOS	CHOQUE
432285	A001232115	CON HERIDOS	VOLCAMIENTO
432286	A001232443	SOLO DANOS	CHOQUE
432296	A001178820	CON HERIDOS	CHOQUE
432297	A001177989	CON HERIDOS	ATROPELLO
432298	A001179043	CON HERIDOS	VOLCAMIENTO
432315	A001178167	CON HERIDOS	ATROPELLO
432316	A001177925	CON HERIDOS	ATROPELLO
432317	A001177630	CON HERIDOS	ATROPELLO
432318	A001178963	CON HERIDOS	CHOQUE
432319	A001178784	CON HERIDOS	ATROPELLO
432322	A001178101	CON HERIDOS	CHOQUE
432323	A001177961	CON HERIDOS	CHOQUE
432324	A001135351	SOLO DANOS	CHOQUE
432325	A001179095	CON HERIDOS	CHOQUE
432326	A001176853	SOLO DANOS	CHOQUE
432328	A001178885	CON HERIDOS	CHOQUE
432329	A001176244	SOLO DANOS	CHOQUE
432330	A001178677	CON HERIDOS	CAIDA DE OCUPANTE
432331	A001178941	CON HERIDOS	ATROPELLO
432332	A001232911	CON HERIDOS	ATROPELLO
432333	A001234454	SOLO DANOS	CHOQUE
432334	A001235168	SOLO DANOS	CHOQUE
432335	A001235418	SOLO DANOS	CHOQUE
432336	A001236040	CON HERIDOS	ATROPELLO
432337	A001234721	SOLO DANOS	CHOQUE
432338	A001235185	SOLO DANOS	CHOQUE
432339	A001235856	SOLO DANOS	CHOQUE
432340	A001235724	SOLO DANOS	VOLCAMIENTO
432341	A001235160	SOLO DANOS	CHOQUE
432342	A001235647	CON HERIDOS	ATROPELLO
432343	A001235607	SOLO DANOS	CHOQUE
432344	A001235302	SOLO DANOS	CHOQUE
432345	A001234987	SOLO DANOS	CHOQUE
432346	A001235787	SOLO DANOS	CHOQUE
432347	A001235733	SOLO DANOS	CHOQUE
432348	A001235766	SOLO DANOS	CHOQUE
432349	A001235570	CON HERIDOS	CHOQUE
432350	A001235813	SOLO DANOS	CHOQUE
432351	A001234808	CON HERIDOS	CAIDA DE OCUPANTE
432352	A001235294	CON HERIDOS	CHOQUE
432353	A001234732	SOLO DANOS	CHOQUE
432354	A001235722	SOLO DANOS	CHOQUE
432355	A001235470	SOLO DANOS	CHOQUE
432356	A001235732	SOLO DANOS	CHOQUE
432357	A001235684	SOLO DANOS	CHOQUE
432358	A001235330	SOLO DANOS	CHOQUE
432359	A001235713	SOLO DANOS	CHOQUE
432360	A001235253	CON HERIDOS	CHOQUE
432361	A001235683	SOLO DANOS	CHOQUE
432362	A001235709	CON HERIDOS	CHOQUE
