OBJECTID	FORMULARIO	GRAVEDAD	CLASE_ACC
326421	A001132495	SOLO DANOS	CHOQUE
326429	A001133093	SOLO DANOS	CHOQUE
326431	A001133587	SOLO DANOS	CHOQUE
326438	A001132704	SOLO DANOS	CHOQUE
326441	A001131778	SOLO DANOS	CHOQUE
326442	A001133305	SOLO DANOS	CHOQUE
326444	A001133452	SOLO DANOS	CHOQUE
326448	A001133424	CON HERIDOS	CAIDA DE OCUPANTE
326453	A001132467	CON HERIDOS	VOLCAMIENTO
326454	A001133776	CON HERIDOS	CHOQUE
354551	A001127971	CON HERIDOS	CHOQUE
354552	A001128303	CON HERIDOS	CHOQUE
354553	A001127884	SOLO DANOS	CHOQUE
354554	A001128367	CON HERIDOS	CHOQUE
354555	A001127574	SOLO DANOS	CHOQUE
354556	A001127790	SOLO DANOS	CHOQUE
354557	A001127851	SOLO DANOS	CHOQUE
354558	A001128258	SOLO DANOS	CHOQUE
354559	A001128340	SOLO DANOS	CHOQUE
354560	A001128281	SOLO DANOS	CHOQUE
354561	A001128275	SOLO DANOS	CHOQUE
354562	A001128282	SOLO DANOS	CHOQUE
354563	A001128296	SOLO DANOS	CHOQUE
354564	A001133629	CON HERIDOS	CHOQUE
354630	A001130826	SOLO DANOS	CHOQUE
354631	A001130576	SOLO DANOS	CHOQUE
354632	A001130656	SOLO DANOS	CHOQUE
354633	A001130464	SOLO DANOS	CHOQUE
354634	A001130575	SOLO DANOS	CHOQUE
354635	A001130724	SOLO DANOS	CHOQUE
354636	A001129783	SOLO DANOS	CHOQUE
354637	A001127336	SOLO DANOS	CHOQUE
354638	A001130134	SOLO DANOS	CHOQUE
354639	A001130049	SOLO DANOS	CHOQUE
354640	A001127015	SOLO DANOS	CHOQUE
354641	A001128826	SOLO DANOS	CHOQUE
354642	A001130024	SOLO DANOS	CHOQUE
354643	A001129999	SOLO DANOS	CHOQUE
354644	A001129127	SOLO DANOS	CHOQUE
354645	A001127494	SOLO DANOS	CHOQUE
354646	A001130564	SOLO DANOS	CHOQUE
354647	A001130777	SOLO DANOS	CHOQUE
354656	A001130247	CON HERIDOS	CHOQUE
354657	A001130341	CON MUERTOS	ATROPELLO
354658	A001129985	CON HERIDOS	ATROPELLO
354659	A001129867	CON HERIDOS	CHOQUE
354660	A001129207	CON HERIDOS	CAIDA DE OCUPANTE
354661	A001129428	CON HERIDOS	CHOQUE
354662	A001062293	CON HERIDOS	CHOQUE
354663	A001129295	CON HERIDOS	CHOQUE
354664	A001130058	SOLO DANOS	CHOQUE
354665	A001129904	CON HERIDOS	ATROPELLO
354666	A001127457	CON HERIDOS	CHOQUE
354667	A001129182	SOLO DANOS	CHOQUE
354668	A001130215	SOLO DANOS	CHOQUE
354669	A001129885	SOLO DANOS	CHOQUE
354670	A001128982	SOLO DANOS	CHOQUE
354671	A001129910	SOLO DANOS	CHOQUE
354704	A001130417	SOLO DANOS	CHOQUE
354710	A001133598	CON HERIDOS	ATROPELLO
354711	A001133359	CON HERIDOS	CHOQUE
354712	A001130579	SOLO DANOS	CHOQUE
354713	A001133101	SOLO DANOS	CHOQUE
354714	A001133814	SOLO DANOS	CHOQUE
354715	A001134697	SOLO DANOS	CHOQUE
354716	A001134675	SOLO DANOS	CHOQUE
354717	A001135451	SOLO DANOS	CHOQUE
354718	A001134915	CON HERIDOS	CAIDA DE OCUPANTE
354719	A001132555	CON HERIDOS	CHOQUE
354720	A001134750	CON HERIDOS	CHOQUE
354721	A001135553	SOLO DANOS	CHOQUE
354722	A001134987	SOLO DANOS	CHOQUE
354723	A001135364	SOLO DANOS	CHOQUE
354724	A001134614	SOLO DANOS	CHOQUE
354725	A001135297	SOLO DANOS	CHOQUE
354726	A001134602	SOLO DANOS	CHOQUE
354727	A001135298	SOLO DANOS	CHOQUE
354728	A001134385	SOLO DANOS	CHOQUE
354729	A001134143	CON HERIDOS	CAIDA DE OCUPANTE
354730	A001135289	CON HERIDOS	CHOQUE
354731	A001134627	CON HERIDOS	CHOQUE
354732	A001135334	CON HERIDOS	CHOQUE
354733	A001135221	CON HERIDOS	ATROPELLO
354734	A001135314	SOLO DANOS	CHOQUE
354735	A001134963	SOLO DANOS	CHOQUE
354736	A001134763	SOLO DANOS	CHOQUE
354737	A001135394	SOLO DANOS	CHOQUE
354738	A001134764	SOLO DANOS	CHOQUE
354739	A001133953	SOLO DANOS	CHOQUE
354740	A001134640	SOLO DANOS	CHOQUE
354741	A001134711	SOLO DANOS	CHOQUE
354742	A001135086	SOLO DANOS	CHOQUE
354743	A001135438	SOLO DANOS	CHOQUE
354744	A001135204	SOLO DANOS	CHOQUE
354745	A001134579	SOLO DANOS	CHOQUE
354746	A001135190	SOLO DANOS	CHOQUE
354747	A001135007	SOLO DANOS	CHOQUE
354748	A001135207	SOLO DANOS	CHOQUE
354749	A001135358	SOLO DANOS	CHOQUE
354750	A001134199	SOLO DANOS	CHOQUE
354751	A001132744	SOLO DANOS	CHOQUE
354752	A001135200	SOLO DANOS	CHOQUE
354753	A001133947	SOLO DANOS	CHOQUE
354754	A001134482	SOLO DANOS	CHOQUE
354755	A001135085	SOLO DANOS	CHOQUE
354756	A001134960	SOLO DANOS	CHOQUE
354758	A001134179	CON HERIDOS	CHOQUE
354761	A001136345	SOLO DANOS	CHOQUE
354763	A001135311	SOLO DANOS	CHOQUE
354765	A001132946	CON MUERTOS	ATROPELLO
354767	A001133564	SOLO DANOS	CHOQUE
354773	A001134771	SOLO DANOS	CHOQUE
354774	A001133654	SOLO DANOS	CHOQUE
354777	A001135528	CON HERIDOS	CHOQUE
354778	A001136085	CON HERIDOS	CHOQUE
354782	A001130237	SOLO DANOS	CHOQUE
354783	A001133389	SOLO DANOS	CHOQUE
354786	A001131051	SOLO DANOS	CHOQUE
354787	A001135919	SOLO DANOS	CHOQUE
354788	A001135388	SOLO DANOS	CHOQUE
354789	A001136063	CON HERIDOS	CHOQUE
354792	A001127586	CON HERIDOS	ATROPELLO
354794	A001136312	CON MUERTOS	VOLCAMIENTO
354796	A001136335	SOLO DANOS	CHOQUE
354849	A001135189	SOLO DANOS	CHOQUE
354850	A001133000	CON HERIDOS	CHOQUE
354851	A001134301	SOLO DANOS	CHOQUE
354852	A001133884	CON HERIDOS	ATROPELLO
354853	A001132834	SOLO DANOS	CHOQUE
354854	A001134539	SOLO DANOS	CHOQUE
354855	A001135552	CON HERIDOS	CHOQUE
354856	A001134677	CON HERIDOS	CHOQUE
354857	A001135428	CON HERIDOS	ATROPELLO
354858	A001135516	SOLO DANOS	CHOQUE
354859	A001134954	SOLO DANOS	CHOQUE
354860	A001135911	CON HERIDOS	CHOQUE
354861	A001135430	SOLO DANOS	CHOQUE
354862	A001136285	CON HERIDOS	CHOQUE
354863	A001136114	CON HERIDOS	CHOQUE
354864	A001134741	CON HERIDOS	CHOQUE
354865	A001136503	CON HERIDOS	CHOQUE
354866	A001135619	CON HERIDOS	CHOQUE
354867	A001133488	SOLO DANOS	CHOQUE
354868	A001135767	CON HERIDOS	CAIDA DE OCUPANTE
354869	A001135097	SOLO DANOS	CHOQUE
354870	A001136081	CON HERIDOS	CHOQUE
354871	A001135725	CON HERIDOS	ATROPELLO
354872	A001136292	CON HERIDOS	OTRO
354873	A001136705	CON HERIDOS	VOLCAMIENTO
354874	A001134722	SOLO DANOS	CHOQUE
354875	A001132708	SOLO DANOS	CHOQUE
354876	A001134056	SOLO DANOS	CHOQUE
354877	A001134207	CON HERIDOS	ATROPELLO
354878	A001135267	SOLO DANOS	CHOQUE
354879	A001134567	SOLO DANOS	CHOQUE
354880	A001135862	SOLO DANOS	CHOQUE
354881	A001134718	SOLO DANOS	CHOQUE
354882	A001134450	SOLO DANOS	CHOQUE
354883	A001134113	SOLO DANOS	CHOQUE
354884	A001133400	SOLO DANOS	CHOQUE
354885	A001133398	SOLO DANOS	CHOQUE
354886	A001131879	SOLO DANOS	CHOQUE
354887	A001135060	SOLO DANOS	CHOQUE
354888	A001134537	CON HERIDOS	VOLCAMIENTO
354889	A001134403	SOLO DANOS	CHOQUE
354890	A001135936	SOLO DANOS	CHOQUE
355012	A001130574	SOLO DANOS	CHOQUE
355013	A001132396	CON HERIDOS	CHOQUE
355014	A001133039	CON HERIDOS	CHOQUE
355015	A001132443	CON HERIDOS	CHOQUE
355016	A001132561	CON HERIDOS	CHOQUE
355017	A001130895	CON HERIDOS	ATROPELLO
355019	A001132293	CON HERIDOS	CHOQUE
355020	A001132152	CON HERIDOS	CHOQUE
355021	A001131638	SOLO DANOS	CHOQUE
355022	A001131615	SOLO DANOS	CHOQUE
355023	A001131882	CON HERIDOS	CHOQUE
355024	A001132556	CON HERIDOS	CHOQUE
355025	A001131789	CON HERIDOS	VOLCAMIENTO
355050	A001132679	SOLO DANOS	CHOQUE
355051	A001131044	SOLO DANOS	CHOQUE
355052	A001131538	SOLO DANOS	CHOQUE
355053	A001132324	CON HERIDOS	CHOQUE
355061	A001131525	SOLO DANOS	CHOQUE
355069	A001131497	SOLO DANOS	CHOQUE
355076	A001129077	SOLO DANOS	CHOQUE
355080	A001130867	SOLO DANOS	CHOQUE
355092	A001062004	CON HERIDOS	CHOQUE
355095	A001135005	SOLO DANOS	CHOQUE
355100	A001128088	CON MUERTOS	ATROPELLO
355101	A001127669	CON MUERTOS	CAIDA DE OCUPANTE
355102	A001135794	CON HERIDOS	CHOQUE
355103	A001127631	CON HERIDOS	CHOQUE
355104	A001136600	CON HERIDOS	ATROPELLO
355105	A001134730	CON HERIDOS	ATROPELLO
355106	A001133255	CON HERIDOS	CHOQUE
355107	A001135957	CON HERIDOS	CHOQUE
355108	A001136091	CON HERIDOS	ATROPELLO
355109	A001135367	CON HERIDOS	ATROPELLO
355110	A001136129	CON HERIDOS	CHOQUE
355111	A001127815	CON MUERTOS	VOLCAMIENTO
355112	A001136363	CON HERIDOS	CHOQUE
355113	A001127733	CON HERIDOS	CHOQUE
355114	A001136451	CON HERIDOS	CHOQUE
355115	A001134818	CON HERIDOS	CHOQUE
355116	A001128023	CON HERIDOS	CHOQUE
355117	A001135679	CON HERIDOS	CHOQUE
355118	A001136299	CON HERIDOS	CHOQUE
355119	A001127702	CON HERIDOS	CHOQUE
355120	A001127818	CON HERIDOS	ATROPELLO
355121	A001127924	CON HERIDOS	CHOQUE
355122	A001127722	CON HERIDOS	CHOQUE
355123	A001136342	CON HERIDOS	CHOQUE
355124	A001136605	CON HERIDOS	ATROPELLO
355125	A001128022	CON HERIDOS	CHOQUE
355126	A001136571	CON HERIDOS	ATROPELLO
355127	A001127860	CON HERIDOS	CAIDA DE OCUPANTE
355128	A001127761	CON HERIDOS	CHOQUE
355129	A001127614	CON HERIDOS	CHOQUE
355130	A001127798	CON HERIDOS	ATROPELLO
355131	A001128071	CON HERIDOS	CHOQUE
355132	A001127853	CON HERIDOS	CHOQUE
355133	A001136131	CON HERIDOS	CHOQUE
355134	A001127675	CON HERIDOS	CHOQUE
355135	A001127888	CON HERIDOS	CHOQUE
355136	A001127987	CON HERIDOS	CHOQUE
355137	A001136171	SOLO DANOS	CHOQUE
355138	A001127849	SOLO DANOS	CHOQUE
355139	A001128114	SOLO DANOS	CHOQUE
355140	A001130357	SOLO DANOS	CHOQUE
355141	A001128175	CON HERIDOS	CHOQUE
355142	A001136625	SOLO DANOS	CHOQUE
355143	A001128197	CON HERIDOS	CHOQUE
355144	A001127784	SOLO DANOS	CHOQUE
355145	A001133330	SOLO DANOS	CHOQUE
355146	A001136454	SOLO DANOS	CHOQUE
355147	A001128049	SOLO DANOS	CHOQUE
355148	A001136139	SOLO DANOS	CHOQUE
355149	A001136226	SOLO DANOS	CHOQUE
355150	A001136391	SOLO DANOS	CHOQUE
355151	A001136584	CON HERIDOS	CHOQUE
355152	A001127571	SOLO DANOS	CHOQUE
355153	A001127690	SOLO DANOS	CHOQUE
355154	A001127707	SOLO DANOS	CHOQUE
355155	A001135880	CON HERIDOS	CHOQUE
355156	A001135020	SOLO DANOS	CHOQUE
355157	A001136604	SOLO DANOS	CHOQUE
355158	A001127758	CON HERIDOS	CHOQUE
355159	A001127911	CON HERIDOS	CHOQUE
355160	A001128066	CON MUERTOS	CHOQUE
355161	A001136306	SOLO DANOS	CHOQUE
355162	A001127802	CON MUERTOS	CHOQUE
355163	A001136644	SOLO DANOS	CHOQUE
355164	A001127704	SOLO DANOS	CHOQUE
355165	A001127772	SOLO DANOS	CHOQUE
355166	A001127595	SOLO DANOS	CHOQUE
355167	A001127628	CON HERIDOS	CHOQUE
355168	A001136145	CON HERIDOS	CHOQUE
355169	A001127950	CON HERIDOS	ATROPELLO
355170	A001127895	CON HERIDOS	CHOQUE
355171	A001136701	CON HERIDOS	CHOQUE
355172	A001127899	CON HERIDOS	CHOQUE
355173	A001128038	CON HERIDOS	CHOQUE
355174	A001128106	CON HERIDOS	CHOQUE
355175	A001127832	CON HERIDOS	CHOQUE
355176	A001127918	CON HERIDOS	CHOQUE
355182	A001130711	SOLO DANOS	CHOQUE
355183	A001134089	SOLO DANOS	CHOQUE
355185	A001134631	CON HERIDOS	CHOQUE
355186	A001133051	SOLO DANOS	CHOQUE
355192	A001127785	CON MUERTOS	ATROPELLO
355203	A001134077	SOLO DANOS	CHOQUE
355204	A001127970	SOLO DANOS	CHOQUE
355205	A001127720	SOLO DANOS	CHOQUE
355207	A001136191	SOLO DANOS	CHOQUE
355209	A001127618	SOLO DANOS	CHOQUE
355210	A001133334	SOLO DANOS	CHOQUE
355211	A001136690	CON HERIDOS	ATROPELLO
355216	A001136509	SOLO DANOS	CHOQUE
355218	A001135932	SOLO DANOS	CHOQUE
355219	A001127897	SOLO DANOS	CHOQUE
355224	A001128274	SOLO DANOS	VOLCAMIENTO
355225	A001128176	CON HERIDOS	CHOQUE
355226	A001130413	CON HERIDOS	CHOQUE
355240	A001136505	CON HERIDOS	CHOQUE
355254	A001133663	CON HERIDOS	CHOQUE
355258	A001127627	CON HERIDOS	CHOQUE
355259	A001127629	CON HERIDOS	ATROPELLO
355299	A001129880	SOLO DANOS	CHOQUE
355300	A001129033	SOLO DANOS	CHOQUE
355301	A001055565	SOLO DANOS	CHOQUE
355310	A001130244	SOLO DANOS	CHOQUE
355311	A001130324	SOLO DANOS	CHOQUE
355312	A001130760	SOLO DANOS	CHOQUE
355313	A001129322	SOLO DANOS	CHOQUE
355314	A001129450	SOLO DANOS	CHOQUE
355315	A001129767	SOLO DANOS	CHOQUE
355316	A001130528	SOLO DANOS	CHOQUE
355317	A001129537	SOLO DANOS	CHOQUE
355318	A001060279	CON HERIDOS	CHOQUE
355319	A001129558	CON HERIDOS	VOLCAMIENTO
355320	A001130781	CON HERIDOS	CHOQUE
355321	A001127443	CON HERIDOS	CHOQUE
355322	A001127415	CON HERIDOS	CHOQUE
355323	A001130348	CON HERIDOS	ATROPELLO
355324	A001130339	CON HERIDOS	ATROPELLO
355325	A001130577	CON HERIDOS	ATROPELLO
355326	A001130424	SOLO DANOS	CHOQUE
355327	A001128947	SOLO DANOS	CHOQUE
355328	A001130296	CON HERIDOS	CHOQUE
355339	A001130162	SOLO DANOS	CHOQUE
355340	A001130012	SOLO DANOS	CHOQUE
355341	A001131761	SOLO DANOS	CHOQUE
355351	A001129092	CON HERIDOS	CHOQUE
355355	A001130719	SOLO DANOS	CHOQUE
355376	A001133186	SOLO DANOS	CHOQUE
355380	A001132482	SOLO DANOS	CHOQUE
355381	A001131850	SOLO DANOS	CHOQUE
355382	A001133065	SOLO DANOS	CHOQUE
355383	A001132832	CON HERIDOS	CHOQUE
355384	A001134733	SOLO DANOS	CHOQUE
355385	A001135067	SOLO DANOS	CHOQUE
355386	A001134952	SOLO DANOS	CHOQUE
355387	A001135387	SOLO DANOS	CHOQUE
355388	A001134498	SOLO DANOS	CHOQUE
355389	A001134068	SOLO DANOS	CHOQUE
355390	A001134950	SOLO DANOS	CHOQUE
355391	A001134429	SOLO DANOS	CHOQUE
355392	A001134598	SOLO DANOS	CHOQUE
355393	A001135529	SOLO DANOS	CHOQUE
355394	A001134222	SOLO DANOS	CHOQUE
355395	A001135170	SOLO DANOS	CHOQUE
355396	A001134851	SOLO DANOS	CHOQUE
355397	A001135193	SOLO DANOS	CHOQUE
355398	A001135218	CON HERIDOS	ATROPELLO
355399	A001135333	CON HERIDOS	CHOQUE
355400	A001135104	CON HERIDOS	CHOQUE
355401	A001135484	CON HERIDOS	CHOQUE
355402	A001133727	CON HERIDOS	CHOQUE
355403	A001135554	CON HERIDOS	CHOQUE
355404	A001134600	CON HERIDOS	CHOQUE
355405	A001135511	CON HERIDOS	CHOQUE
355406	A001134979	SOLO DANOS	CHOQUE
355407	A001135340	SOLO DANOS	CHOQUE
355408	A001135395	SOLO DANOS	CHOQUE
355409	A001135386	SOLO DANOS	CHOQUE
355410	A001134170	SOLO DANOS	CHOQUE
355411	A001134841	SOLO DANOS	CHOQUE
355412	A001134986	SOLO DANOS	CHOQUE
355413	A001135233	SOLO DANOS	CHOQUE
355414	A001134882	SOLO DANOS	CHOQUE
355415	A001134201	SOLO DANOS	CHOQUE
355416	A001134343	CON HERIDOS	CHOQUE
355417	A001134597	SOLO DANOS	CHOQUE
355418	A001133225	CON HERIDOS	CHOQUE
355419	A001132921	CON HERIDOS	CHOQUE
355420	A001133982	SOLO DANOS	CHOQUE
355421	A001132284	SOLO DANOS	CHOQUE
355422	A001135375	SOLO DANOS	CHOQUE
355423	A001134766	SOLO DANOS	CHOQUE
355424	A001133851	SOLO DANOS	CHOQUE
355425	A001135091	SOLO DANOS	CHOQUE
355427	A001057577	SOLO DANOS	CHOQUE
355431	A001132918	SOLO DANOS	CHOQUE
355437	A001127649	SOLO DANOS	CHOQUE
355439	A001133627	CON HERIDOS	CHOQUE
355440	A001135620	SOLO DANOS	CHOQUE
355444	A001135247	SOLO DANOS	CHOQUE
355445	A001134131	SOLO DANOS	CHOQUE
355457	A001136707	SOLO DANOS	CHOQUE
355518	A001136197	CON HERIDOS	ATROPELLO
355519	A001133329	SOLO DANOS	CHOQUE
355520	A001136329	CON HERIDOS	CHOQUE
355521	A001136214	CON HERIDOS	ATROPELLO
355522	A001136574	CON HERIDOS	CHOQUE
355523	A001136514	CON HERIDOS	ATROPELLO
355524	A001135119	CON HERIDOS	ATROPELLO
355525	A001134438	SOLO DANOS	CHOQUE
355526	A001133787	SOLO DANOS	CHOQUE
355527	A001133281	SOLO DANOS	CHOQUE
355528	A001055090	SOLO DANOS	CHOQUE
355529	A001134891	SOLO DANOS	CHOQUE
355530	A001132913	SOLO DANOS	CHOQUE
355531	A001132050	SOLO DANOS	CHOQUE
355532	A001136007	SOLO DANOS	CHOQUE
355533	A001134135	CON HERIDOS	CHOQUE
355534	A001133375	CON HERIDOS	ATROPELLO
355535	A001134293	CON HERIDOS	CHOQUE
355536	A001132706	SOLO DANOS	CHOQUE
355537	A001135764	SOLO DANOS	CHOQUE
355538	A001133446	SOLO DANOS	CHOQUE
355539	A001135726	CON HERIDOS	CHOQUE
355540	A001136262	SOLO DANOS	CHOQUE
355541	A001135634	SOLO DANOS	CHOQUE
355542	A001135602	CON HERIDOS	ATROPELLO
355543	A001135596	SOLO DANOS	CHOQUE
355544	A001136284	CON HERIDOS	ATROPELLO
355545	A001136148	CON HERIDOS	ATROPELLO
355546	A001136000	CON HERIDOS	CAIDA DE OCUPANTE
355547	A001136499	SOLO DANOS	CHOQUE
355548	A001134863	SOLO DANOS	CHOQUE
355549	A001134443	SOLO DANOS	CHOQUE
355550	A001135199	SOLO DANOS	CHOQUE
355551	A001132173	SOLO DANOS	CHOQUE
355552	A001134305	SOLO DANOS	CHOQUE
355553	A001135003	SOLO DANOS	CHOQUE
355554	A001133844	SOLO DANOS	CHOQUE
355555	A001132689	SOLO DANOS	CHOQUE
355556	A001131144	SOLO DANOS	CHOQUE
355557	A001133671	SOLO DANOS	CHOQUE
355558	A001131602	SOLO DANOS	CHOQUE
355681	A001132754	SOLO DANOS	CHOQUE
355682	A001132513	SOLO DANOS	CHOQUE
355683	A001132677	CON HERIDOS	CHOQUE
355684	A001131726	SOLO DANOS	CHOQUE
355685	A001130555	SOLO DANOS	CHOQUE
355686	A001132431	SOLO DANOS	CHOQUE
355687	A001133001	SOLO DANOS	CHOQUE
355688	A001133174	SOLO DANOS	CHOQUE
355689	A001129335	SOLO DANOS	CHOQUE
355691	A001132808	CON HERIDOS	ATROPELLO
355692	A001132163	CON HERIDOS	CHOQUE
355693	A001132172	CON HERIDOS	ATROPELLO
355694	A001131481	SOLO DANOS	CHOQUE
355695	A001131727	SOLO DANOS	CHOQUE
355696	A001132948	SOLO DANOS	CHOQUE
355697	A001133239	SOLO DANOS	CHOQUE
355698	A001132409	SOLO DANOS	CHOQUE
355699	A001132980	SOLO DANOS	CHOQUE
355700	A001131780	SOLO DANOS	CHOQUE
355701	A001129996	CON HERIDOS	CHOQUE
355703	A001133168	CON HERIDOS	VOLCAMIENTO
355705	A001131962	SOLO DANOS	CHOQUE
355706	A001132994	SOLO DANOS	CHOQUE
355707	A001132332	SOLO DANOS	CHOQUE
355708	A001132428	SOLO DANOS	CHOQUE
355709	A001133386	CON HERIDOS	CHOQUE
355714	A001130544	CON HERIDOS	CHOQUE
355715	A001133211	CON HERIDOS	CHOQUE
355716	A001133465	CON HERIDOS	ATROPELLO
355717	A001132367	SOLO DANOS	CHOQUE
355718	A001131418	SOLO DANOS	CHOQUE
355721	A001132205	SOLO DANOS	CHOQUE
355735	A001131814	CON HERIDOS	ATROPELLO
355765	A001135714	CON HERIDOS	CHOQUE
355766	A001127604	CON HERIDOS	ATROPELLO
355767	A001128018	CON HERIDOS	VOLCAMIENTO
355768	A001136676	CON HERIDOS	CHOQUE
355769	A001136158	CON HERIDOS	CHOQUE
355770	A001128101	CON MUERTOS	ATROPELLO
355771	A001136323	CON HERIDOS	CHOQUE
355772	A001127763	CON HERIDOS	ATROPELLO
355773	A001136510	CON HERIDOS	CHOQUE
355774	A001136346	CON HERIDOS	CHOQUE
355775	A001136205	CON HERIDOS	CHOQUE
355776	A001136515	CON HERIDOS	ATROPELLO
355777	A001136532	CON HERIDOS	CAIDA DE OCUPANTE
355778	A001136696	CON HERIDOS	CHOQUE
355779	A001127572	CON HERIDOS	ATROPELLO
355780	A001127973	CON HERIDOS	CHOQUE
355781	A001128055	CON HERIDOS	CHOQUE
355782	A001127986	CON MUERTOS	CHOQUE
355783	A001127900	CON HERIDOS	CHOQUE
355784	A001127676	CON HERIDOS	CHOQUE
355785	A001127921	CON HERIDOS	ATROPELLO
355791	A001127760	CON MUERTOS	ATROPELLO
355792	A001131835	CON HERIDOS	CHOQUE
355794	A001127932	CON HERIDOS	ATROPELLO
355796	A001131464	CON HERIDOS	ATROPELLO
355803	A001133481	SOLO DANOS	CHOQUE
355806	A001127807	CON HERIDOS	CHOQUE
355807	A001127643	CON HERIDOS	CHOQUE
355808	A001136378	SOLO DANOS	CHOQUE
355809	A001128041	SOLO DANOS	CHOQUE
355810	A001127672	SOLO DANOS	CHOQUE
355811	A001127926	CON HERIDOS	CHOQUE
355812	A001127862	CON HERIDOS	CHOQUE
355813	A001127786	SOLO DANOS	CHOQUE
355814	A001127564	SOLO DANOS	CHOQUE
355815	A001127584	CON HERIDOS	ATROPELLO
355816	A001135570	SOLO DANOS	CHOQUE
355817	A001136550	SOLO DANOS	CHOQUE
355818	A001136678	SOLO DANOS	CHOQUE
355819	A001134318	SOLO DANOS	CHOQUE
355820	A001127791	SOLO DANOS	CHOQUE
355821	A001127774	SOLO DANOS	CHOQUE
355822	A001127968	SOLO DANOS	VOLCAMIENTO
355823	A001128115	SOLO DANOS	CHOQUE
355824	A001136551	CON HERIDOS	CHOQUE
355825	A001128135	CON HERIDOS	CHOQUE
355826	A001127566	CON HERIDOS	CHOQUE
355827	A001132768	SOLO DANOS	CHOQUE
355828	A001128156	SOLO DANOS	CHOQUE
355829	A001128833	CON HERIDOS	CHOQUE
355830	A001128834	CON HERIDOS	CHOQUE
355831	A001128120	SOLO DANOS	CHOQUE
355832	A001128111	SOLO DANOS	CHOQUE
355833	A001136337	SOLO DANOS	CHOQUE
355834	A001136527	SOLO DANOS	CHOQUE
355835	A001128011	SOLO DANOS	CHOQUE
355836	A001135745	SOLO DANOS	CHOQUE
355837	A001135733	SOLO DANOS	CHOQUE
355838	A001127927	CON HERIDOS	CHOQUE
355839	A001128080	CON HERIDOS	CHOQUE
355840	A001135329	CON HERIDOS	ATROPELLO
355841	A001128077	CON HERIDOS	CHOQUE
355842	A001128070	CON MUERTOS	CHOQUE
355843	A001127835	CON HERIDOS	CHOQUE
355844	A001135828	CON HERIDOS	CHOQUE
355887	A001136661	CON HERIDOS	CHOQUE
355893	A001131218	CON HERIDOS	CHOQUE
355903	A001131805	CON HERIDOS	ATROPELLO
355908	A001128377	CON MUERTOS	CHOQUE
355909	A001128059	SOLO DANOS	CHOQUE
355910	A001128160	SOLO DANOS	CHOQUE
355911	A001128235	SOLO DANOS	CHOQUE
355912	A001127824	SOLO DANOS	CHOQUE
355915	A001128324	SOLO DANOS	CHOQUE
355916	A001128351	SOLO DANOS	CHOQUE
355920	A001132006	CON HERIDOS	OTRO
355926	A001061550	CON HERIDOS	ATROPELLO
355970	A001130145	SOLO DANOS	CHOQUE
355971	A001130056	SOLO DANOS	CHOQUE
355972	A001129891	SOLO DANOS	CHOQUE
355973	A001129283	SOLO DANOS	CHOQUE
355974	A001130322	SOLO DANOS	CHOQUE
355975	A001129029	SOLO DANOS	CHOQUE
355976	A001129028	SOLO DANOS	CHOQUE
355977	A001129930	SOLO DANOS	CHOQUE
355978	A001129627	SOLO DANOS	CHOQUE
355979	A001130131	SOLO DANOS	CHOQUE
355980	A001130147	SOLO DANOS	CHOQUE
355981	A001127129	SOLO DANOS	CHOQUE
355982	A001129820	SOLO DANOS	CHOQUE
355983	A001130167	SOLO DANOS	CHOQUE
355984	A001129725	SOLO DANOS	CHOQUE
355985	A001129842	SOLO DANOS	CHOQUE
355999	A001129998	SOLO DANOS	CHOQUE
356000	A001130149	SOLO DANOS	CHOQUE
356001	A001130151	SOLO DANOS	CHOQUE
356002	A001130082	SOLO DANOS	CHOQUE
356003	A001129254	SOLO DANOS	CHOQUE
356004	A001130275	SOLO DANOS	CHOQUE
356005	A001128752	SOLO DANOS	CHOQUE
356006	A001130213	SOLO DANOS	CHOQUE
356007	A001130051	SOLO DANOS	CHOQUE
356008	A001130172	SOLO DANOS	CHOQUE
356009	A001130336	CON HERIDOS	CHOQUE
356010	A001130288	CON HERIDOS	CHOQUE
356011	A001130222	CON HERIDOS	CHOQUE
356014	A001129262	SOLO DANOS	CHOQUE
356051	A001133098	SOLO DANOS	CHOQUE
356052	A001133028	CON HERIDOS	ATROPELLO
356055	A001131601	SOLO DANOS	CHOQUE
356056	A001130677	CON HERIDOS	CHOQUE
356057	A001132644	CON HERIDOS	CHOQUE
356058	A001133834	CON HERIDOS	VOLCAMIENTO
356059	A001134395	CON HERIDOS	CHOQUE
356060	A001134699	CON HERIDOS	OTRO
356061	A001135198	SOLO DANOS	CHOQUE
356062	A001133850	CON HERIDOS	CHOQUE
356063	A001133717	CON HERIDOS	ATROPELLO
356064	A001133260	CON HERIDOS	ATROPELLO
356065	A001133960	SOLO DANOS	VOLCAMIENTO
356066	A001133720	CON HERIDOS	ATROPELLO
356067	A001135041	CON HERIDOS	ATROPELLO
356068	A001131973	SOLO DANOS	CHOQUE
356069	A001134048	SOLO DANOS	CHOQUE
356070	A001135542	CON HERIDOS	ATROPELLO
356071	A001135045	CON HERIDOS	VOLCAMIENTO
356072	A001134972	SOLO DANOS	CHOQUE
356073	A001133397	SOLO DANOS	CHOQUE
356074	A001133395	SOLO DANOS	CHOQUE
356075	A001133924	SOLO DANOS	CHOQUE
