"OBJECTID";"FECHA_OCURRENCIA_ACC";"ANO_OCURRENCIA_ACC";"FORMULARIO";"CLASE_ACC"
326421;"2020/02/13 00:00:00+00";2020;"A001132495";"CHOQUE"
326429;"2020/02/13 00:00:00+00";2020;"A001133093";"CHOQUE"
326431;"2020/02/13 00:00:00+00";2020;"A001133587";"CHOQUE"
326438;"2020/02/13 00:00:00+00";2020;"A001132704";"CHOQUE"
326441;"2020/02/13 00:00:00+00";2020;"A001131778";"CHOQUE"
326442;"2020/02/12 00:00:00+00";2020;"A001133305";"CHOQUE"
326444;"2020/02/14 00:00:00+00";2020;"A001133452";"CHOQUE"
326448;"2020/02/13 00:00:00+00";2020;"A001133424";"CAIDA DE OCUPANTE"
326453;"2020/02/14 00:00:00+00";2020;"A001132467";"VOLCAMIENTO"
326454;"2020/02/13 00:00:00+00";2020;"A001133776";"CHOQUE"
354551;"2020/01/24 00:00:00+00";2020;"A001127971";"CHOQUE"
354552;"2020/04/24 00:00:00+00";2020;"A001128303";"CHOQUE"
354553;"2020/04/22 00:00:00+00";2020;"A001127884";"CHOQUE"
354554;"2020/04/25 00:00:00+00";2020;"A001128367";"CHOQUE"
354555;"2020/04/23 00:00:00+00";2020;"A001127574";"CHOQUE"
354556;"2020/04/23 00:00:00+00";2020;"A001127790";"CHOQUE"
354557;"2020/04/25 00:00:00+00";2020;"A001127851";"CHOQUE"
354558;"2020/04/24 00:00:00+00";2020;"A001128258";"CHOQUE"
354559;"2020/04/24 00:00:00+00";2020;"A001128340";"CHOQUE"
354560;"2020/04/26 00:00:00+00";2020;"A001128281";"CHOQUE"
354561;"2020/04/25 00:00:00+00";2020;"A001128275";"CHOQUE"
354562;"2020/04/26 00:00:00+00";2020;"A001128282";"CHOQUE"
354563;"2020/04/26 00:00:00+00";2020;"A001128296";"CHOQUE"
354564;"2020/04/19 00:00:00+00";2020;"A001133629";"CHOQUE"
354630;"2020/01/11 00:00:00+00";2020;"A001130826";"CHOQUE"
354631;"2020/01/11 00:00:00+00";2020;"A001130576";"CHOQUE"
354632;"2020/01/12 00:00:00+00";2020;"A001130656";"CHOQUE"
354633;"2020/01/12 00:00:00+00";2020;"A001130464";"CHOQUE"
354634;"2020/01/11 00:00:00+00";2020;"A001130575";"CHOQUE"
354635;"2020/01/12 00:00:00+00";2020;"A001130724";"CHOQUE"
354636;"2020/01/12 00:00:00+00";2020;"A001129783";"CHOQUE"
354637;"2020/01/03 00:00:00+00";2020;"A001127336";"CHOQUE"
354638;"2020/01/03 00:00:00+00";2020;"A001130134";"CHOQUE"
354639;"2020/01/03 00:00:00+00";2020;"A001130049";"CHOQUE"
354640;"2020/01/03 00:00:00+00";2020;"A001127015";"CHOQUE"
354641;"2020/01/03 00:00:00+00";2020;"A001128826";"CHOQUE"
354642;"2020/01/03 00:00:00+00";2020;"A001130024";"CHOQUE"
354643;"2020/01/03 00:00:00+00";2020;"A001129999";"CHOQUE"
354644;"2020/01/03 00:00:00+00";2020;"A001129127";"CHOQUE"
354645;"2020/01/11 00:00:00+00";2020;"A001127494";"CHOQUE"
354646;"2020/01/11 00:00:00+00";2020;"A001130564";"CHOQUE"
354647;"2020/01/11 00:00:00+00";2020;"A001130777";"CHOQUE"
354656;"2020/01/03 00:00:00+00";2020;"A001130247";"CHOQUE"
354657;"2020/01/07 00:00:00+00";2020;"A001130341";"ATROPELLO"
354658;"2020/01/03 00:00:00+00";2020;"A001129985";"ATROPELLO"
354659;"2020/01/06 00:00:00+00";2020;"A001129867";"CHOQUE"
354660;"2020/01/04 00:00:00+00";2020;"A001129207";"CAIDA DE OCUPANTE"
354661;"2020/01/06 00:00:00+00";2020;"A001129428";"CHOQUE"
354662;"2020/01/06 00:00:00+00";2020;"A001062293";"CHOQUE"
354663;"2020/01/07 00:00:00+00";2020;"A001129295";"CHOQUE"
354664;"2020/01/01 00:00:00+00";2020;"A001130058";"CHOQUE"
354665;"2020/01/07 00:00:00+00";2020;"A001129904";"ATROPELLO"
354666;"2020/01/07 00:00:00+00";2020;"A001127457";"CHOQUE"
354667;"2020/01/01 00:00:00+00";2020;"A001129182";"CHOQUE"
354668;"2020/01/02 00:00:00+00";2020;"A001130215";"CHOQUE"
354669;"2020/01/01 00:00:00+00";2020;"A001129885";"CHOQUE"
354670;"2020/01/02 00:00:00+00";2020;"A001128982";"CHOQUE"
354671;"2020/01/02 00:00:00+00";2020;"A001129910";"CHOQUE"
354704;"2020/01/09 00:00:00+00";2020;"A001130417";"CHOQUE"
354710;"2020/02/13 00:00:00+00";2020;"A001133598";"ATROPELLO"
354711;"2020/02/12 00:00:00+00";2020;"A001133359";"CHOQUE"
354712;"2020/02/12 00:00:00+00";2020;"A001130579";"CHOQUE"
354713;"2020/02/12 00:00:00+00";2020;"A001133101";"CHOQUE"
354714;"2020/02/13 00:00:00+00";2020;"A001133814";"CHOQUE"
354715;"2020/03/01 00:00:00+00";2020;"A001134697";"CHOQUE"
354716;"2020/03/03 00:00:00+00";2020;"A001134675";"CHOQUE"
354717;"2020/03/02 00:00:00+00";2020;"A001135451";"CHOQUE"
354718;"2020/03/02 00:00:00+00";2020;"A001134915";"CAIDA DE OCUPANTE"
354719;"2020/02/05 00:00:00+00";2020;"A001132555";"CHOQUE"
354720;"2020/02/29 00:00:00+00";2020;"A001134750";"CHOQUE"
354721;"2020/03/03 00:00:00+00";2020;"A001135553";"CHOQUE"
354722;"2020/03/01 00:00:00+00";2020;"A001134987";"CHOQUE"
354723;"2020/03/03 00:00:00+00";2020;"A001135364";"CHOQUE"
354724;"2020/03/02 00:00:00+00";2020;"A001134614";"CHOQUE"
354725;"2020/03/02 00:00:00+00";2020;"A001135297";"CHOQUE"
354726;"2020/03/03 00:00:00+00";2020;"A001134602";"CHOQUE"
354727;"2020/03/01 00:00:00+00";2020;"A001135298";"CHOQUE"
354728;"2020/02/29 00:00:00+00";2020;"A001134385";"CHOQUE"
354729;"2020/03/02 00:00:00+00";2020;"A001134143";"CAIDA DE OCUPANTE"
354730;"2020/03/02 00:00:00+00";2020;"A001135289";"CHOQUE"
354731;"2020/03/03 00:00:00+00";2020;"A001134627";"CHOQUE"
354732;"2020/03/03 00:00:00+00";2020;"A001135334";"CHOQUE"
354733;"2020/03/03 00:00:00+00";2020;"A001135221";"ATROPELLO"
354734;"2020/03/01 00:00:00+00";2020;"A001135314";"CHOQUE"
354735;"2020/03/01 00:00:00+00";2020;"A001134963";"CHOQUE"
354736;"2020/03/01 00:00:00+00";2020;"A001134763";"CHOQUE"
354737;"2020/03/01 00:00:00+00";2020;"A001135394";"CHOQUE"
354738;"2020/03/01 00:00:00+00";2020;"A001134764";"CHOQUE"
354739;"2020/03/01 00:00:00+00";2020;"A001133953";"CHOQUE"
354740;"2020/03/01 00:00:00+00";2020;"A001134640";"CHOQUE"
354741;"2020/03/01 00:00:00+00";2020;"A001134711";"CHOQUE"
354742;"2020/03/02 00:00:00+00";2020;"A001135086";"CHOQUE"
354743;"2020/03/03 00:00:00+00";2020;"A001135438";"CHOQUE"
354744;"2020/03/03 00:00:00+00";2020;"A001135204";"CHOQUE"
354745;"2020/03/02 00:00:00+00";2020;"A001134579";"CHOQUE"
354746;"2020/03/02 00:00:00+00";2020;"A001135190";"CHOQUE"
354747;"2020/03/02 00:00:00+00";2020;"A001135007";"CHOQUE"
354748;"2020/02/28 00:00:00+00";2020;"A001135207";"CHOQUE"
354749;"2020/03/01 00:00:00+00";2020;"A001135358";"CHOQUE"
354750;"2020/03/01 00:00:00+00";2020;"A001134199";"CHOQUE"
354751;"2020/03/01 00:00:00+00";2020;"A001132744";"CHOQUE"
354752;"2020/03/01 00:00:00+00";2020;"A001135200";"CHOQUE"
354753;"2020/03/01 00:00:00+00";2020;"A001133947";"CHOQUE"
354754;"2020/03/01 00:00:00+00";2020;"A001134482";"CHOQUE"
354755;"2020/03/01 00:00:00+00";2020;"A001135085";"CHOQUE"
354756;"2020/03/01 00:00:00+00";2020;"A001134960";"CHOQUE"
354758;"2020/02/20 00:00:00+00";2020;"A001134179";"CHOQUE"
354761;"2020/03/14 00:00:00+00";2020;"A001136345";"CHOQUE"
354763;"2020/03/05 00:00:00+00";2020;"A001135311";"CHOQUE"
354765;"2020/02/18 00:00:00+00";2020;"A001132946";"ATROPELLO"
354767;"2020/02/24 00:00:00+00";2020;"A001133564";"CHOQUE"
354773;"2020/03/11 00:00:00+00";2020;"A001134771";"CHOQUE"
354774;"2020/02/28 00:00:00+00";2020;"A001133654";"CHOQUE"
354777;"2020/03/14 00:00:00+00";2020;"A001135528";"CHOQUE"
354778;"2020/03/11 00:00:00+00";2020;"A001136085";"CHOQUE"
354782;"2020/01/17 00:00:00+00";2020;"A001130237";"CHOQUE"
354783;"2020/02/21 00:00:00+00";2020;"A001133389";"CHOQUE"
354786;"2020/03/14 00:00:00+00";2020;"A001131051";"CHOQUE"
354787;"2020/03/07 00:00:00+00";2020;"A001135919";"CHOQUE"
354788;"2020/03/17 00:00:00+00";2020;"A001135388";"CHOQUE"
354789;"2020/03/17 00:00:00+00";2020;"A001136063";"CHOQUE"
354792;"2020/03/17 00:00:00+00";2020;"A001127586";"ATROPELLO"
354794;"2020/03/17 00:00:00+00";2020;"A001136312";"VOLCAMIENTO"
354796;"2020/03/14 00:00:00+00";2020;"A001136335";"CHOQUE"
354849;"2020/03/02 00:00:00+00";2020;"A001135189";"CHOQUE"
354850;"2020/02/21 00:00:00+00";2020;"A001133000";"CHOQUE"
354851;"2020/02/22 00:00:00+00";2020;"A001134301";"CHOQUE"
354852;"2020/02/25 00:00:00+00";2020;"A001133884";"ATROPELLO"
354853;"2020/02/27 00:00:00+00";2020;"A001132834";"CHOQUE"
354854;"2020/02/27 00:00:00+00";2020;"A001134539";"CHOQUE"
354855;"2020/03/03 00:00:00+00";2020;"A001135552";"CHOQUE"
354856;"2020/03/03 00:00:00+00";2020;"A001134677";"CHOQUE"
354857;"2020/03/05 00:00:00+00";2020;"A001135428";"ATROPELLO"
354858;"2020/03/03 00:00:00+00";2020;"A001135516";"CHOQUE"
354859;"2020/03/01 00:00:00+00";2020;"A001134954";"CHOQUE"
354860;"2020/03/15 00:00:00+00";2020;"A001135911";"CHOQUE"
354861;"2020/03/09 00:00:00+00";2020;"A001135430";"CHOQUE"
354862;"2020/03/14 00:00:00+00";2020;"A001136285";"CHOQUE"
354863;"2020/03/12 00:00:00+00";2020;"A001136114";"CHOQUE"
354864;"2020/03/09 00:00:00+00";2020;"A001134741";"CHOQUE"
354865;"2020/03/12 00:00:00+00";2020;"A001136503";"CHOQUE"
354866;"2020/03/13 00:00:00+00";2020;"A001135619";"CHOQUE"
354867;"2020/03/01 00:00:00+00";2020;"A001133488";"CHOQUE"
354868;"2020/03/12 00:00:00+00";2020;"A001135767";"CAIDA DE OCUPANTE"
354869;"2020/03/07 00:00:00+00";2020;"A001135097";"CHOQUE"
354870;"2020/03/13 00:00:00+00";2020;"A001136081";"CHOQUE"
354871;"2020/03/14 00:00:00+00";2020;"A001135725";"ATROPELLO"
354872;"2020/03/15 00:00:00+00";2020;"A001136292";"OTRO"
354873;"2020/03/14 00:00:00+00";2020;"A001136705";"VOLCAMIENTO"
354874;"2020/02/24 00:00:00+00";2020;"A001134722";"CHOQUE"
354875;"2020/02/23 00:00:00+00";2020;"A001132708";"CHOQUE"
354876;"2020/02/19 00:00:00+00";2020;"A001134056";"CHOQUE"
354877;"2020/02/19 00:00:00+00";2020;"A001134207";"ATROPELLO"
354878;"2020/03/02 00:00:00+00";2020;"A001135267";"CHOQUE"
354879;"2020/03/04 00:00:00+00";2020;"A001134567";"CHOQUE"
354880;"2020/03/11 00:00:00+00";2020;"A001135862";"CHOQUE"
354881;"2020/03/12 00:00:00+00";2020;"A001134718";"CHOQUE"
354882;"2020/03/12 00:00:00+00";2020;"A001134450";"CHOQUE"
354883;"2020/02/23 00:00:00+00";2020;"A001134113";"CHOQUE"
354884;"2020/02/22 00:00:00+00";2020;"A001133400";"CHOQUE"
354885;"2020/02/24 00:00:00+00";2020;"A001133398";"CHOQUE"
354886;"2020/02/27 00:00:00+00";2020;"A001131879";"CHOQUE"
354887;"2020/03/11 00:00:00+00";2020;"A001135060";"CHOQUE"
354888;"2020/02/26 00:00:00+00";2020;"A001134537";"VOLCAMIENTO"
354889;"2020/03/02 00:00:00+00";2020;"A001134403";"CHOQUE"
354890;"2020/03/06 00:00:00+00";2020;"A001135936";"CHOQUE"
355012;"2020/01/10 00:00:00+00";2020;"A001130574";"CHOQUE"
355013;"2020/02/07 00:00:00+00";2020;"A001132396";"CHOQUE"
355014;"2020/02/09 00:00:00+00";2020;"A001133039";"CHOQUE"
355015;"2020/02/08 00:00:00+00";2020;"A001132443";"CHOQUE"
355016;"2020/01/30 00:00:00+00";2020;"A001132561";"CHOQUE"
355017;"2020/01/30 00:00:00+00";2020;"A001130895";"ATROPELLO"
355019;"2020/01/31 00:00:00+00";2020;"A001132293";"CHOQUE"
355020;"2020/02/01 00:00:00+00";2020;"A001132152";"CHOQUE"
355021;"2020/01/31 00:00:00+00";2020;"A001131638";"CHOQUE"
355022;"2020/01/31 00:00:00+00";2020;"A001131615";"CHOQUE"
355023;"2020/02/03 00:00:00+00";2020;"A001131882";"CHOQUE"
355024;"2020/02/03 00:00:00+00";2020;"A001132556";"CHOQUE"
355025;"2020/02/02 00:00:00+00";2020;"A001131789";"VOLCAMIENTO"
355050;"2020/02/04 00:00:00+00";2020;"A001132679";"CHOQUE"
355051;"2020/02/04 00:00:00+00";2020;"A001131044";"CHOQUE"
355052;"2020/02/03 00:00:00+00";2020;"A001131538";"CHOQUE"
355053;"2020/02/03 00:00:00+00";2020;"A001132324";"CHOQUE"
355061;"2020/01/22 00:00:00+00";2020;"A001131525";"CHOQUE"
355069;"2020/02/01 00:00:00+00";2020;"A001131497";"CHOQUE"
355076;"2020/01/15 00:00:00+00";2020;"A001129077";"CHOQUE"
355080;"2020/01/30 00:00:00+00";2020;"A001130867";"CHOQUE"
355092;"2020/01/08 00:00:00+00";2020;"A001062004";"CHOQUE"
355095;"2020/03/01 00:00:00+00";2020;"A001135005";"CHOQUE"
355100;"2020/04/08 00:00:00+00";2020;"A001128088";"ATROPELLO"
355101;"2020/04/09 00:00:00+00";2020;"A001127669";"CAIDA DE OCUPANTE"
355102;"2020/04/02 00:00:00+00";2020;"A001135794";"CHOQUE"
355103;"2020/03/18 00:00:00+00";2020;"A001127631";"CHOQUE"
355104;"2020/04/02 00:00:00+00";2020;"A001136600";"ATROPELLO"
355105;"2020/03/18 00:00:00+00";2020;"A001134730";"ATROPELLO"
355106;"2020/04/03 00:00:00+00";2020;"A001133255";"CHOQUE"
355107;"2020/03/18 00:00:00+00";2020;"A001135957";"CHOQUE"
355108;"2020/03/18 00:00:00+00";2020;"A001136091";"ATROPELLO"
355109;"2020/04/02 00:00:00+00";2020;"A001135367";"ATROPELLO"
355110;"2020/03/22 00:00:00+00";2020;"A001136129";"CHOQUE"
355111;"2020/04/01 00:00:00+00";2020;"A001127815";"VOLCAMIENTO"
355112;"2020/03/22 00:00:00+00";2020;"A001136363";"CHOQUE"
355113;"2020/04/03 00:00:00+00";2020;"A001127733";"CHOQUE"
355114;"2020/03/20 00:00:00+00";2020;"A001136451";"CHOQUE"
355115;"2020/03/18 00:00:00+00";2020;"A001134818";"CHOQUE"
355116;"2020/04/03 00:00:00+00";2020;"A001128023";"CHOQUE"
355117;"2020/03/18 00:00:00+00";2020;"A001135679";"CHOQUE"
355118;"2020/04/03 00:00:00+00";2020;"A001136299";"CHOQUE"
355119;"2020/03/27 00:00:00+00";2020;"A001127702";"CHOQUE"
355120;"2020/03/27 00:00:00+00";2020;"A001127818";"ATROPELLO"
355121;"2020/03/27 00:00:00+00";2020;"A001127924";"CHOQUE"
355122;"2020/03/27 00:00:00+00";2020;"A001127722";"CHOQUE"
355123;"2020/03/20 00:00:00+00";2020;"A001136342";"CHOQUE"
355124;"2020/04/02 00:00:00+00";2020;"A001136605";"ATROPELLO"
355125;"2020/04/03 00:00:00+00";2020;"A001128022";"CHOQUE"
355126;"2020/04/04 00:00:00+00";2020;"A001136571";"ATROPELLO"
355127;"2020/04/05 00:00:00+00";2020;"A001127860";"CAIDA DE OCUPANTE"
355128;"2020/03/24 00:00:00+00";2020;"A001127761";"CHOQUE"
355129;"2020/03/19 00:00:00+00";2020;"A001127614";"CHOQUE"
355130;"2020/03/24 00:00:00+00";2020;"A001127798";"ATROPELLO"
355131;"2020/04/05 00:00:00+00";2020;"A001128071";"CHOQUE"
355132;"2020/03/24 00:00:00+00";2020;"A001127853";"CHOQUE"
355133;"2020/03/27 00:00:00+00";2020;"A001136131";"CHOQUE"
355134;"2020/03/28 00:00:00+00";2020;"A001127675";"CHOQUE"
355135;"2020/03/29 00:00:00+00";2020;"A001127888";"CHOQUE"
355136;"2020/03/29 00:00:00+00";2020;"A001127987";"CHOQUE"
355137;"2020/04/02 00:00:00+00";2020;"A001136171";"CHOQUE"
355138;"2020/04/07 00:00:00+00";2020;"A001127849";"CHOQUE"
355139;"2020/04/14 00:00:00+00";2020;"A001128114";"CHOQUE"
355140;"2020/04/14 00:00:00+00";2020;"A001130357";"CHOQUE"
355141;"2020/04/19 00:00:00+00";2020;"A001128175";"CHOQUE"
355142;"2020/03/29 00:00:00+00";2020;"A001136625";"CHOQUE"
355143;"2020/04/20 00:00:00+00";2020;"A001128197";"CHOQUE"
355144;"2020/03/19 00:00:00+00";2020;"A001127784";"CHOQUE"
355145;"2020/03/19 00:00:00+00";2020;"A001133330";"CHOQUE"
355146;"2020/03/23 00:00:00+00";2020;"A001136454";"CHOQUE"
355147;"2020/04/03 00:00:00+00";2020;"A001128049";"CHOQUE"
355148;"2020/03/18 00:00:00+00";2020;"A001136139";"CHOQUE"
355149;"2020/03/18 00:00:00+00";2020;"A001136226";"CHOQUE"
355150;"2020/03/18 00:00:00+00";2020;"A001136391";"CHOQUE"
355151;"2020/03/18 00:00:00+00";2020;"A001136584";"CHOQUE"
355152;"2020/03/19 00:00:00+00";2020;"A001127571";"CHOQUE"
355153;"2020/03/19 00:00:00+00";2020;"A001127690";"CHOQUE"
355154;"2020/03/27 00:00:00+00";2020;"A001127707";"CHOQUE"
355155;"2020/04/22 00:00:00+00";2020;"A001135880";"CHOQUE"
355156;"2020/03/19 00:00:00+00";2020;"A001135020";"CHOQUE"
355157;"2020/03/30 00:00:00+00";2020;"A001136604";"CHOQUE"
355158;"2020/04/12 00:00:00+00";2020;"A001127758";"CHOQUE"
355159;"2020/04/14 00:00:00+00";2020;"A001127911";"CHOQUE"
355160;"2020/04/12 00:00:00+00";2020;"A001128066";"CHOQUE"
355161;"2020/04/08 00:00:00+00";2020;"A001136306";"CHOQUE"
355162;"2020/04/23 00:00:00+00";2020;"A001127802";"CHOQUE"
355163;"2020/03/19 00:00:00+00";2020;"A001136644";"CHOQUE"
355164;"2020/03/20 00:00:00+00";2020;"A001127704";"CHOQUE"
355165;"2020/03/23 00:00:00+00";2020;"A001127772";"CHOQUE"
355166;"2020/03/24 00:00:00+00";2020;"A001127595";"CHOQUE"
355167;"2020/04/23 00:00:00+00";2020;"A001127628";"CHOQUE"
355168;"2020/04/13 00:00:00+00";2020;"A001136145";"CHOQUE"
355169;"2020/04/18 00:00:00+00";2020;"A001127950";"ATROPELLO"
355170;"2020/04/15 00:00:00+00";2020;"A001127895";"CHOQUE"
355171;"2020/04/10 00:00:00+00";2020;"A001136701";"CHOQUE"
355172;"2020/04/16 00:00:00+00";2020;"A001127899";"CHOQUE"
355173;"2020/04/17 00:00:00+00";2020;"A001128038";"CHOQUE"
355174;"2020/04/16 00:00:00+00";2020;"A001128106";"CHOQUE"
355175;"2020/04/08 00:00:00+00";2020;"A001127832";"CHOQUE"
355176;"2020/04/12 00:00:00+00";2020;"A001127918";"CHOQUE"
355182;"2020/01/18 00:00:00+00";2020;"A001130711";"CHOQUE"
355183;"2020/02/20 00:00:00+00";2020;"A001134089";"CHOQUE"
355185;"2020/03/03 00:00:00+00";2020;"A001134631";"CHOQUE"
355186;"2020/02/11 00:00:00+00";2020;"A001133051";"CHOQUE"
355192;"2020/03/01 00:00:00+00";2020;"A001127785";"ATROPELLO"
355203;"2020/03/07 00:00:00+00";2020;"A001134077";"CHOQUE"
355204;"2020/04/14 00:00:00+00";2020;"A001127970";"CHOQUE"
355205;"2020/04/04 00:00:00+00";2020;"A001127720";"CHOQUE"
355207;"2020/03/17 00:00:00+00";2020;"A001136191";"CHOQUE"
355209;"2020/03/18 00:00:00+00";2020;"A001127618";"CHOQUE"
355210;"2020/03/18 00:00:00+00";2020;"A001133334";"CHOQUE"
355211;"2020/04/20 00:00:00+00";2020;"A001136690";"ATROPELLO"
355216;"2020/03/22 00:00:00+00";2020;"A001136509";"CHOQUE"
355218;"2020/04/05 00:00:00+00";2020;"A001135932";"CHOQUE"
355219;"2020/03/19 00:00:00+00";2020;"A001127897";"CHOQUE"
355224;"2020/04/22 00:00:00+00";2020;"A001128274";"VOLCAMIENTO"
355225;"2020/04/23 00:00:00+00";2020;"A001128176";"CHOQUE"
355226;"2020/04/25 00:00:00+00";2020;"A001130413";"CHOQUE"
355240;"2020/03/16 00:00:00+00";2020;"A001136505";"CHOQUE"
355254;"2020/02/20 00:00:00+00";2020;"A001133663";"CHOQUE"
355258;"2020/04/25 00:00:00+00";2020;"A001127627";"CHOQUE"
355259;"2020/04/25 00:00:00+00";2020;"A001127629";"ATROPELLO"
355299;"2020/01/02 00:00:00+00";2020;"A001129880";"CHOQUE"
355300;"2020/01/02 00:00:00+00";2020;"A001129033";"CHOQUE"
355301;"2020/01/02 00:00:00+00";2020;"A001055565";"CHOQUE"
355310;"2020/01/04 00:00:00+00";2020;"A001130244";"CHOQUE"
355311;"2020/01/10 00:00:00+00";2020;"A001130324";"CHOQUE"
355312;"2020/01/10 00:00:00+00";2020;"A001130760";"CHOQUE"
355313;"2020/01/09 00:00:00+00";2020;"A001129322";"CHOQUE"
355314;"2020/01/10 00:00:00+00";2020;"A001129450";"CHOQUE"
355315;"2020/01/10 00:00:00+00";2020;"A001129767";"CHOQUE"
355316;"2020/01/10 00:00:00+00";2020;"A001130528";"CHOQUE"
355317;"2020/01/10 00:00:00+00";2020;"A001129537";"CHOQUE"
355318;"2020/01/12 00:00:00+00";2020;"A001060279";"CHOQUE"
355319;"2020/01/10 00:00:00+00";2020;"A001129558";"VOLCAMIENTO"
355320;"2020/01/11 00:00:00+00";2020;"A001130781";"CHOQUE"
355321;"2020/01/10 00:00:00+00";2020;"A001127443";"CHOQUE"
355322;"2020/01/11 00:00:00+00";2020;"A001127415";"CHOQUE"
355323;"2020/01/11 00:00:00+00";2020;"A001130348";"ATROPELLO"
355324;"2020/01/10 00:00:00+00";2020;"A001130339";"ATROPELLO"
355325;"2020/01/10 00:00:00+00";2020;"A001130577";"ATROPELLO"
355326;"2020/01/11 00:00:00+00";2020;"A001130424";"CHOQUE"
355327;"2020/01/11 00:00:00+00";2020;"A001128947";"CHOQUE"
355328;"2020/01/04 00:00:00+00";2020;"A001130296";"CHOQUE"
355339;"2020/01/03 00:00:00+00";2020;"A001130162";"CHOQUE"
355340;"2020/01/04 00:00:00+00";2020;"A001130012";"CHOQUE"
355341;"2020/01/30 00:00:00+00";2020;"A001131761";"CHOQUE"
355351;"2020/01/06 00:00:00+00";2020;"A001129092";"CHOQUE"
355355;"2020/01/24 00:00:00+00";2020;"A001130719";"CHOQUE"
355376;"2020/02/13 00:00:00+00";2020;"A001133186";"CHOQUE"
355380;"2020/02/01 00:00:00+00";2020;"A001132482";"CHOQUE"
355381;"2020/02/10 00:00:00+00";2020;"A001131850";"CHOQUE"
355382;"2020/02/10 00:00:00+00";2020;"A001133065";"CHOQUE"
355383;"2020/02/11 00:00:00+00";2020;"A001132832";"CHOQUE"
355384;"2020/03/02 00:00:00+00";2020;"A001134733";"CHOQUE"
355385;"2020/03/01 00:00:00+00";2020;"A001135067";"CHOQUE"
355386;"2020/03/02 00:00:00+00";2020;"A001134952";"CHOQUE"
355387;"2020/03/02 00:00:00+00";2020;"A001135387";"CHOQUE"
355388;"2020/03/03 00:00:00+00";2020;"A001134498";"CHOQUE"
355389;"2020/03/02 00:00:00+00";2020;"A001134068";"CHOQUE"
355390;"2020/03/02 00:00:00+00";2020;"A001134950";"CHOQUE"
355391;"2020/03/03 00:00:00+00";2020;"A001134429";"CHOQUE"
355392;"2020/03/02 00:00:00+00";2020;"A001134598";"CHOQUE"
355393;"2020/03/03 00:00:00+00";2020;"A001135529";"CHOQUE"
355394;"2020/03/02 00:00:00+00";2020;"A001134222";"CHOQUE"
355395;"2020/02/29 00:00:00+00";2020;"A001135170";"CHOQUE"
355396;"2020/02/29 00:00:00+00";2020;"A001134851";"CHOQUE"
355397;"2020/03/01 00:00:00+00";2020;"A001135193";"CHOQUE"
355398;"2020/03/03 00:00:00+00";2020;"A001135218";"ATROPELLO"
355399;"2020/03/02 00:00:00+00";2020;"A001135333";"CHOQUE"
355400;"2020/03/03 00:00:00+00";2020;"A001135104";"CHOQUE"
355401;"2020/03/03 00:00:00+00";2020;"A001135484";"CHOQUE"
355402;"2020/03/03 00:00:00+00";2020;"A001133727";"CHOQUE"
355403;"2020/03/03 00:00:00+00";2020;"A001135554";"CHOQUE"
355404;"2020/02/01 00:00:00+00";2020;"A001134600";"CHOQUE"
355405;"2020/03/03 00:00:00+00";2020;"A001135511";"CHOQUE"
355406;"2020/03/01 00:00:00+00";2020;"A001134979";"CHOQUE"
355407;"2020/03/01 00:00:00+00";2020;"A001135340";"CHOQUE"
355408;"2020/03/01 00:00:00+00";2020;"A001135395";"CHOQUE"
355409;"2020/03/01 00:00:00+00";2020;"A001135386";"CHOQUE"
355410;"2020/03/01 00:00:00+00";2020;"A001134170";"CHOQUE"
355411;"2020/03/03 00:00:00+00";2020;"A001134841";"CHOQUE"
355412;"2020/03/01 00:00:00+00";2020;"A001134986";"CHOQUE"
355413;"2020/03/03 00:00:00+00";2020;"A001135233";"CHOQUE"
355414;"2020/02/29 00:00:00+00";2020;"A001134882";"CHOQUE"
355415;"2020/02/29 00:00:00+00";2020;"A001134201";"CHOQUE"
355416;"2020/02/27 00:00:00+00";2020;"A001134343";"CHOQUE"
355417;"2020/02/27 00:00:00+00";2020;"A001134597";"CHOQUE"
355418;"2020/02/16 00:00:00+00";2020;"A001133225";"CHOQUE"
355419;"2020/02/20 00:00:00+00";2020;"A001132921";"CHOQUE"
355420;"2020/02/17 00:00:00+00";2020;"A001133982";"CHOQUE"
355421;"2020/02/20 00:00:00+00";2020;"A001132284";"CHOQUE"
355422;"2020/03/04 00:00:00+00";2020;"A001135375";"CHOQUE"
355423;"2020/02/24 00:00:00+00";2020;"A001134766";"CHOQUE"
355424;"2020/02/22 00:00:00+00";2020;"A001133851";"CHOQUE"
355425;"2020/03/03 00:00:00+00";2020;"A001135091";"CHOQUE"
355427;"2020/01/02 00:00:00+00";2020;"A001057577";"CHOQUE"
355431;"2020/02/19 00:00:00+00";2020;"A001132918";"CHOQUE"
355437;"2020/03/16 00:00:00+00";2020;"A001127649";"CHOQUE"
355439;"2020/02/24 00:00:00+00";2020;"A001133627";"CHOQUE"
355440;"2020/03/16 00:00:00+00";2020;"A001135620";"CHOQUE"
355444;"2020/03/06 00:00:00+00";2020;"A001135247";"CHOQUE"
355445;"2020/03/15 00:00:00+00";2020;"A001134131";"CHOQUE"
355457;"2020/03/16 00:00:00+00";2020;"A001136707";"CHOQUE"
355518;"2020/03/10 00:00:00+00";2020;"A001136197";"ATROPELLO"
355519;"2020/02/20 00:00:00+00";2020;"A001133329";"CHOQUE"
355520;"2020/03/12 00:00:00+00";2020;"A001136329";"CHOQUE"
