id;name;duration_ms
3dPQuX8Gs42Y7b454ybpMR;Seven Nation Army;231733
0zzVTGyRrWpQu8Fr28NRAv;OK Not To Be OK;159863
7ju97lgwC2rKQ6wwsf9no9;Rain On Me (with Ariana Grande);182200
3ndCsZfq8OVwwkz9mmZvUz;Stay;204800
3a1lNhkSLSkpJE4MSHpDu9;Congratulations;220293
32OlwWuMpZ6b0aN2RZOeMS;Uptown Funk (feat. Bruno Mars);269667
6oJ6le65B3SEqPwMRNXWjY;Higher Love;228267
3yOlyBJuViE2YSGn3nVE1K;My Oh My (feat. DaBaby);170746
4jVBIpuOiMj1crqd8LoCrJ;FRANCHISE (feat. Young Thug & M.I.A.);202795
7LVHVU3tWfcxj5aiPFEW4Q;Fix You;295533
5fVZC9GiM4e8vu99W0Xf6J;How to Save a Life;262533
6Qs4SXO9dwPj5GKvVOv8Ki;Dancing With A Stranger (with Normani);171030
0d28khcov6AiegSCpG5TuT;Feel Good Inc.;222640
3gdewACMIVMEWVbyb8O9sY;Rocket Man (I Think It's Going To Be A Long, Long Time);281613
3AzjcOeAmA57TIOr9zF1ZW;Physical;193829
09CtPGIpYB4BrO8qb1RGsF;Sorry;200787
50kpGaPAhYJ3sGmk6vplg0;Love Yourself;233720
4evmHXcjt3bTUHD1cvny97;Beautiful People (feat. Khalid);197867
19OXtYzrJyCrQvTbfukt4H;Madrid (feat. Myke Towers);198570
5rb9QrpfcKFHM1EUbSIurX;Yeah! (feat. Lil Jon & Ludacris);250373
54DmTIv86D3sYdiawjULQ0;Dis-ease;239722
3w3y8KPTfNeOKPiqUTakBh;Locked out of Heaven;233478
4PEfJZpVjdclfzZ9XO8uDw;Hasta Abajo;229827
1rfofaqEpACxVEHIZBJe6W;Havana (feat. Young Thug);217307
2TH65lNHgvLxCKXM3apjxI;Callaita;250534
31AOj9sFz2gM0O3hMARRBx;Losing My Religion;268427
1j4kHkkpqZRBwE0A4CN4Yv;Dusk Till Dawn - Radio Edit;239000
6NfrH0ANGmgBXyxgV2PeXt;La Difícil;163084
3uVPLtkmDu8pDkYEAVqbgS;Real Shit (with benny blanco);183783
0DYNL4xbYWgNzppUamtyR4;F*CK YOU, GOODBYE (feat. Machine Gun Kelly);144860
35wvL50xvKpCHEJPxLOLPI;Si Estuviésemos Juntos;169248
6i0V12jOa3mr6uu4WYhUBr;Heathens;195920
7ef4DlsgrMEH11cDZd32M6;One Kiss (with Dua Lipa);214847
1mKXFLRA179hdOWQBwUk9e;Just Give Me a Reason (feat. Nate Ruess);242733
4jcxBTrNvyqMJdMDyyjdYV;Dime Cómo Quieres;171360
2gam98EZKrF9XuOkU13ApN;Promiscuous;242293
08bNPGLD8AhKpnnERrAc6G;FRIENDS;202621
0KKkJNfGyhkQ5aFogxQAPU;That's What I Like;206693
0E9ZjEAyAwOXZ7wJC0PD33;In My Mind;184560
4PS1e8f2LvuTFgUs1Cn3ON;The Christmas Song (Merry Christmas To You);192160
3dPtXHP0oXQ4HCWHsOA9js;夜に駆ける;261013
23XjN1s3DZC8Q9ZwuorYY4;TE DESEO LO MEJOR;139576
60iSKGrGazRzICtMjADNSM;Hold Me While You Wait;205687
2JzZzZUQj3Qff7wapcbKjc;See You Again (feat. Charlie Puth);229526
2JvzF1RMd7lE3KmFlsyZD8;MIDDLE CHILD;213594
6CcJMwBtXByIz4zQLzFkKc;i love you;291796
64lsIF5pw0sJY0gV5kz0RN;Can I Call You Tonight?;278769
1BYZxKSf0aTxp8ZFoeyM3d;we fell in love in october;184154
5ry2OE6R2zPQFDO85XkgRb;Money In The Grave (Drake ft. Rick Ross);205427
7e89621JPkKaeDSTQ3avtg;Sweet Home Alabama;283800
7lQWRAjyhTpCWFC0jmclT4;Gangsta's Paradise;240693
7795WJLVKJoAyVoOtCWqXN;I'm Not The Only One;239317
41MCdlvXOl62B7Kv86Bb1v;Empty;248431
0GO8y8jQk1PkHzS31d699N;Tongue Tied;218013
09mEdoA6zrmBPgTEN5qXmN;Call Out My Name;228373
2IRZnDFmlqMuOrYOLnZZyc;Going Bad (feat. Drake);180522
2Y0iGXY6m6immVb2ktbseM;Little Dark Age;299960
2etJ67Egf7woMgOikVrlJM;Travesuras;204180
7eBqSVxrzQZtK2mmgRG6lC;Murder On My Mind;268434
2ygvZOXrIeVL4xZmAWJT2C;my future;208155
1DFD5Fotzgn6yYXkYsKiGs;Piece Of Your Heart;152913
6uFn47ACjqYkc0jADwEdj1;Pop Out (feat. Lil Tjay);166560
1fewSx2d5KIZ04wsooEBOz;Space Cadet (feat. Gunna);203267
18uwL0vNUanqZH0ro2QcOP;comethru;181613
5Nm9ERjJZ5oyfXZTECKmRt;Stay With Me;172724
3ZG8N7aWw2meb6UrI5ZmnZ;Relación;184255
4CxFN5zON70B3VOPBYbd6P;you were good to me;219147
3oDkdAySo1VQQG0ptV7uwa;Lean Wit Me;175755
2RSHsoi04658QL5xgQVov3;Bad Liar;260773
0t3ZvGKlmYmVsDzBJAXK8C;Goodbyes (feat. Young Thug);174853
6wQlQrTY5mVS8EGaFZVwVF;Smile (with The Weeknd);196180
07KXEDMj78x68D884wgVEm;High Fashion (feat. Mustard);220487
5wujBwqG7INdStqGd4tRMX;Armed And Dangerous;169999
1Knctxx9vGZxpZfF66BIEa;Legends;191840
58q2HKrzhC3ozto2nDdN4z;I Like It;253390
6cS9PmLky2NhLOhpIsUlow;Gnat;224656
2iUXsYOEPhVqEBwsqP70rE;Youngblood;203418
6Qn5zhYkTa37e91HC1D7lb;Whatever It Takes;201240
6U0FIYXCQ3TGrk4tFpLrEA;SUGAR;204533
67ACYA3UI6QMNtHX6b34wX;LA DROGA;162299
5PuKlCjfEVIXl0ZBp5ZW9g;Holly Jolly Christmas;119787
23T0OX7QOiIUFShSzbJ5Uo;I Hope;210773
4S2uhQE8L9V6p7rj7SiauJ;Suicidal (Remix) [feat. Juice WRLD];225857
5hVghJ4KaYES3BFUATCYn0;EARFQUAKE;190067
4nbWX2HzrOEnX4xxvYRCyU;Cabrón y Vago - En Vivo;142065
364dI1bYnvamSnBJ8JcNzN;Intentions;212869
5jZ32WOU7sqzDYbzINwMUk;SORRY PAPI;163053
0oufSLnKQDoBFX5mgkDCgR;Trust;158421
7xbWAw3LMgRMn4omR5yVn3;Lose Somebody;199549
0JXXNGljqupsJaZsgSbMZV;Sure Thing;195373
7BqBn9nzAq8spo5e7cZ0dJ;Just the Way You Are;220733
7tqhbajSfrz2F7E1Z75ASX;Ain't No Mountain High Enough;151667
13EW51DKru044OJDJ9Bm8o;TRAGIC (feat. Youngboy Never Broke Again & Internet Money);153147
7kjEqI6eZ7YlFrGhxixnlN;ANTES QUE SE ACABE;221187
2QyuXBcV1LJ2rq01KhreMF;ON;246381
43BlKpJcSrC9AsJ3F1DKg9;Still Trappin' (with King Von);172185
3KJ3opyV29269SXkPrc19l;120;151506
3swc6WTsr7rl9DqQKQA55C;Psycho (feat. Ty Dolla $ign);221440
3jT2LKH0RSbQ8jIUNFzXm5;PTSD;232065
7KA4W4McWYRpgf0fWsJZWB;See You Again (feat. Kali Uchis);180387
7CH8J4ulT49UfZwSDSkSZA;i miss u (with Au/Ra);172143
0q75NwOoFiARAVp4EXU4Bs;Love Galore (feat. Travis Scott);275080
04aAxqtGp5pv12UXAg4pkq;Centuries;228360
