"id"	"release_date"	"name"	"popularity"
"6Juv5N0dNU1imms9c9u1dA"	"2020-03-13"	"Papi Chulo"	82
"5ASM6Qjiav2xPe7gRkQMsQ"	"1963"	"Sleigh Ride"	82
"7DnAm9FOTWE3cUvso43HhI"	"2020-09-18"	"Sweet but Psycho"	82
"3bidbhpOYeV4knp8AIu8Xn"	"2012-10-09"	"Can't Hold Us - feat. Ray Dalton"	82
"1Xi84slp6FryDSCbzq4UCD"	"2019-03-07"	"Arcade"	82
"2YpeDb67231RjR0MgVLzsG"	"2019-06-21"	"Old Town Road - Remix"	82
"6qCsKKS7Ol63SJW3LOIX5R"	"2020-11-27"	"Plastic Hearts"	82
"0ct6r3EGTcMLPtrXHDvVjc"	"2014-01-01"	"The Nights"	82
"6XHVuErjQ4XNm6nDPVCxVX"	"2019-06-28"	"No Guidance (feat. Drake)"	82
"4cluDES4hQEUhmXj6TXkSo"	"2012-05-25"	"What Makes You Beautiful"	82
"3DmW6y7wTEYHJZlLo1r6XJ"	"2014-04-23"	"Shower"	82
"3HVWdVOQ0ZA45FuZGSfvns"	"2019-05-10"	"I Don't Care (with Justin Bieber)"	82
"0RLLvYBopDwooCyvnTwgYu"	"2019-10-11"	"F.N"	82
"66W1rVTnEv86dIkFhoiElg"	"2020-04-24"	"Secrets"	82
"1EzrEOXmMH3G43AXT1y7pA"	"2008-05-12"	"I'm Yours"	82
"7C1trmcQQ5n5RNy4l6ziCv"	"2020-01-10"	"Some Say - Felix Jaehn Remix"	82
"4RvWPyQ5RL0ao9LPZeSouE"	"1985-02-25"	"Everybody Wants To Rule The World"	82
"7Bar1kLTmsRmH6FCKKMEyU"	"2020-09-04"	"Hit Different"	82
"4wNIkl5XGiAACjFBlDWuSd"	"2020-01-17"	"What A Man Gotta Do"	82
"06s3QtMJVXw1AJX3UfvZG1"	"2020-05-29"	"Hasta Que Dios Diga"	82
"7lQ8MOhq6IN2w8EYcFNSUk"	"2002-05-26"	"Without Me"	82
"5f1joOtoMeyppIcJGZQvqJ"	"2020-07-10"	"Be Like That - feat. Swae Lee & Khalid"	82
"5BK0uqwY9DNfZ630STAEaq"	"2020-12-11"	"gold rush"	82
"57bgtoPSgt236HzfBOd8kj"	"1990-09-24"	"Thunderstruck"	82
"3JKgcAa7r07ocVWcV8bS0H"	"2020-05-15"	"21"	82
"6IBcOGPsniK3Pso1wHIhew"	"2020-10-23"	"Forever After All"	82
"4Iedi94TIaB2GGb1nMB68v"	"2020-12-04"	"On Me"	82
"2rPHUAeUPbNgTmK18FPTiZ"	"2020-07-24"	"GO (feat. Juice WRLD)"	82
"4Q34FP1AT7GEl9oLgNtiWj"	"2020-10-02"	"Mr. Right Now (feat. Drake)"	82
"2tUBqZG2AbRi7Q0BIrVrEj"	"1987-06-02"	"I Wanna Dance with Somebody (Who Loves Me)"	82
"4umIPjkehX1r7uhmGvXiSV"	"2020-02-14"	"Intentions (feat. Quavo)"	82
"3RaT22zZsxVYxxKR7TAaYF"	"2020-12-11"	"no body, no crime (feat. HAIM)"	82
"41wtwzCZkXwpnakmwJ239F"	"2020-02-28"	"Si Veo a Tu Mamá"	82
"49FYlytm3dAAraYgpoJZux"	"2008-06-02"	"Umbrella"	82
"33gwZOGJWEZ7dRWPqPxBEZ"	"2020-09-04"	"Wolves (feat. Post Malone)"	82
"69vlMrzHwATKzupwNcUPyK"	"2020-02-28"	"La Santa"	82
"2FRnf9qhLbvw8fu4IBXx78"	"1984-11-29"	"Last Christmas"	82
"0RiRZpuVRbi7oqRdSMwhQY"	"2019-09-06"	"Sunflower - Spider-Man: Into the Spider-Verse"	82
"4R2kfaDFhslZEMJqAFNpdd"	"2020-07-24"	"cardigan"	82
"5p7ujcrUXASCNwRaWNHR1C"	"2018-10-04"	"Without Me"	82
"3cBsEDNhFI9E82vPj3kvi3"	"2021-01-08"	"Wasted On You"	82
"5kcvBnt6DPX3AMEsCx1qDh"	"2019-07-12"	"Happiest Year"	82
"3QGsuHI8jO1Rx4JWLUh9jd"	"2017-04-20"	"Treat You Better"	82
"37ZJ0p5Jm13JPevGcx4SkF"	"1986-08-16"	"Livin' On A Prayer"	82
"4nVBt6MZDDP6tRVdQTgxJg"	"2013-11-25"	"Story of My Life"	82
"4rHZZAmHpZrA3iH5zx8frV"	"2013-03-15"	"Mirrors"	82
"4vLBnQtece15fFhqWxZvJP"	"2020-12-11"	"Your New Boyfriend"	82
"4HlFJV71xXKIGcU3kRyttv"	"2010-12-01"	"Hey, Soul Sister"	82
"0NlGoUyOJSuSHmngoibVAs"	"2013-06-17"	"All I Want"	82
"2zYzyRzz6pRmhPzyfMEC8s"	"1979-07-27"	"Highway to Hell"	82
"1daDRI9ahBonbWD8YcxOIB"	"2020-11-27"	"Angels Like You"	82
"5ri4zqtWhG07hIuNNDWP76"	"2020-11-13"	"Fly Away"	82
"09IStsImFySgyp0pIQdqAc"	"2018-01-23"	"The Middle"	82
"6RUKPb4LETWmmr3iAEQktW"	"2017-04-07"	"Something Just Like This"	82
"7KXjTSCq5nL1LoYtL7XAwS"	"2017-04-14"	"HUMBLE."	82
"7floNISpH8VF4z4459Qo18"	"2017-02-20"	"Look At Me!"	82
"47EWMOElkkbMp5m9SBkx7d"	"2020-04-09"	"IDK You Yet"	82
"52okn5MNA47tk87PeZJLEL"	"2017-10-06"	"Let You Down"	82
"5vjLSffimiIP26QG5WcN2K"	"2017-02-03"	"Hold On"	82
"7vGuf3Y35N4wmASOKLUVVU"	"2017-08-11"	"Silence"	82
"5Ohxk2dO5COHF1krpoPigN"	"2017-05-12"	"Sign of the Times"	82
"0wXuerDYiBnERgIpbb3JBR"	"2016-12-02"	"Redbone"	82
"75ZvA4QfFiZvzhj2xkaWAh"	"2016-12-09"	"I Fall Apart"	82
"0y60itmpH0aPKsFiGxmtnh"	"2015-01-11"	"Wait a Minute!"	82
"2RttW7RAu5nOAfq6YFvApB"	"2017-03-03"	"Happier"	82
"7AzlLxHn24DxjgQX73F9fU"	"2020-03-13"	"No Idea"	82
"0uxSUdBrJy9Un0EYoBowng"	"2017-11-17"	"20 Min"	82
"1HbA4N1MiOsPthALesGFR1"	"2020-12-04"	"Monster (Shawn Mendes & Justin Bieber)"	82
"78QR3Wp35dqAhFEc2qAGjE"	"2018-10-05"	"Drip Too Hard (Lil Baby & Gunna)"	82
"57BGVV6wcyhbn3hsjlqEZB"	"2020-02-07"	"Element"	82
"5DoLhdU27owX1NMrKLUbUl"	"2017-03-31"	"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)"	82
"69vToJ9BMbbLlFZo7k7A7B"	"2018-03-09"	"You Are The Reason"	82
"5RqR4ZCCKJDcBLIn4sih9l"	"2020-04-21"	"Party Girl"	82
"7sO5G9EABYOXQKNPNiE9NR"	"2017-10-30"	"Ric Flair Drip (& Metro Boomin)"	81
"2nLtzopw4rPReszdYBJU6h"	"2003-03-24"	"Numb"	81
"7dW84mWkdWE5a6lFWxJCBG"	"2020-12-11"	"‘tis the damn season"	81
"0PurA4JVJ8YQgSVopY8fn6"	"2020-12-11"	"tolerate it"	81
"6rLi6PyWXu1rPlShuIZpj6"	"2020-12-09"	"Way Out (feat. Big Sean)"	81
"4pvb0WLRcMtbPGmtejJJ6y"	"2020-07-24"	"exile (feat. Bon Iver)"	81
"15JINEqzVMv3SvJTAXAKED"	"2010-06-18"	"Love The Way You Lie"	81
"0lYBSQXN6rCTvUZvg9S0lU"	"2016-08-05"	"Let Me Love You"	81
"3nS9a01VvXHQriLqJYwRqG"	"2020-05-22"	"DOLLAZ ON MY HEAD (feat. Young Thug)"	81
"0tjZv2hChdHZCW1zFXpy1J"	"2020-11-27"	"HOY COBRÉ"	81
"0HPD5WQqrq7wPWR7P7Dw1i"	"2010-01-01"	"TiK ToK"	81
"6Nle9hKrkL1wQpwNfEkxjh"	"2017-03-10"	"Chanel"	81
"6gxKUmycQX7uyMwJcweFjp"	"2020-05-01"	"We Paid (feat. 42 Dugg)"	81
"3kml9ZdpT7UYk1ugkjqOzt"	"2020-09-11"	"Don Don"	81
"3aAmQOxRPeKDL0HMWFA5qn"	"2020-10-15"	"Adderall (Corvette Corvette)"	81
"6v3KW9xbzN5yKLt9YKDYA2"	"2019-06-19"	"Señorita"	81
"5XeFesFbtLpXzIVDNQP22n"	"2013-09-09"	"I Wanna Be Yours"	81
"6cy3ki60hLwimwIje7tALf"	"2019-10-12"	"RITMO (Bad Boys For Life)"	81
"6CDzDgIUqeDY5g8ujExx2f"	"2020-06-29"	"Heat Waves"	81
"2V6pjeOCuPBVlatcWTXUtP"	"2020-12-04"	"Coco (feat. DaBaby)"	81
"0SErdEdRcVX1uJCf1eTGYH"	"2020-11-20"	"Somebody’s Problem"	81
"5GkQIP5mWPi4KZLLXeuFTT"	"2020-10-30"	"motive (with Doja Cat)"	81
"7hDVYcQq6MxkdJGweuCtl9"	"2017-12-22"	"ocean eyes"	81
"4w47S36wQGBhGg073q3nt7"	"2020-05-28"	"TKN (feat. Travis Scott)"	81
"0S0vWvyZ6Rc79TXkWxT9QA"	"2017-08-15"	"Save That Shit"	81
"3Uo7WG0vmLQ07WB4BDwy7D"	"2020-12-10"	"willow"	81
"25zlnOAzbVoOzIeXSvQFf1"	"2020-07-03"	"Got It On Me"	81
"14ngWWxvUSnIMXgF6rzSk1"	"2020-05-08"	"Head Shoulders Knees & Toes (feat. Norma Jean Martine)"	81
"7JJmb5XwzOO8jgpou264Ml"	"2017-04-20"	"There's Nothing Holdin' Me Back"	81
"4BP3uh0hFLFRb5cjsgLqDh"	"1969-11-02"	"Fortunate Son"	81
"7MiZjKawmXTsTNePyTfPyL"	"2016-02-05"	"Devil Eyes"	81
"3dPQuX8Gs42Y7b454ybpMR"	"2003-04-01"	"Seven Nation Army"	81
"0zzVTGyRrWpQu8Fr28NRAv"	"2020-09-10"	"OK Not To Be OK"	81
"7ju97lgwC2rKQ6wwsf9no9"	"2020-05-29"	"Rain On Me (with Ariana Grande)"	81
"3ndCsZfq8OVwwkz9mmZvUz"	"2020-11-20"	"Stay"	81
"3a1lNhkSLSkpJE4MSHpDu9"	"2016-12-09"	"Congratulations"	81
"32OlwWuMpZ6b0aN2RZOeMS"	"2015-01-12"	"Uptown Funk (feat. Bruno Mars)"	81
"6oJ6le65B3SEqPwMRNXWjY"	"2019-06-28"	"Higher Love"	81
"3yOlyBJuViE2YSGn3nVE1K"	"2019-12-06"	"My Oh My (feat. DaBaby)"	81
"4jVBIpuOiMj1crqd8LoCrJ"	"2020-09-25"	"FRANCHISE (feat. Young Thug & M.I.A.)"	81
"7LVHVU3tWfcxj5aiPFEW4Q"	"2005-06-07"	"Fix You"	81
"5fVZC9GiM4e8vu99W0Xf6J"	"2005-09-13"	"How to Save a Life"	81
"6Qs4SXO9dwPj5GKvVOv8Ki"	"2019-01-11"	"Dancing With A Stranger (with Normani)"	81
"0d28khcov6AiegSCpG5TuT"	"2005-05-23"	"Feel Good Inc."	81
"3gdewACMIVMEWVbyb8O9sY"	"1972-05-19"	"Rocket Man (I Think It's Going To Be A Long, Long Time)"	81
"3AzjcOeAmA57TIOr9zF1ZW"	"2020-03-27"	"Physical"	81
"09CtPGIpYB4BrO8qb1RGsF"	"2015-11-13"	"Sorry"	81
"50kpGaPAhYJ3sGmk6vplg0"	"2015-11-13"	"Love Yourself"	81
"4evmHXcjt3bTUHD1cvny97"	"2019-06-28"	"Beautiful People (feat. Khalid)"	81
"19OXtYzrJyCrQvTbfukt4H"	"2020-08-21"	"Madrid (feat. Myke Towers)"	81
"5rb9QrpfcKFHM1EUbSIurX"	"2004-03-23"	"Yeah! (feat. Lil Jon & Ludacris)"	81
"54DmTIv86D3sYdiawjULQ0"	"2020-11-20"	"Dis-ease"	81
"3w3y8KPTfNeOKPiqUTakBh"	"2012-12-07"	"Locked out of Heaven"	81
"4PEfJZpVjdclfzZ9XO8uDw"	"2019-10-04"	"Hasta Abajo"	81
"1rfofaqEpACxVEHIZBJe6W"	"2018-01-12"	"Havana (feat. Young Thug)"	81
"2TH65lNHgvLxCKXM3apjxI"	"2019-05-31"	"Callaita"	81
"31AOj9sFz2gM0O3hMARRBx"	"1991-03-12"	"Losing My Religion"	81
"1j4kHkkpqZRBwE0A4CN4Yv"	"2017-09-07"	"Dusk Till Dawn - Radio Edit"	81
"6NfrH0ANGmgBXyxgV2PeXt"	"2020-02-28"	"La Difícil"	81
"3uVPLtkmDu8pDkYEAVqbgS"	"2020-12-02"	"Real Shit (with benny blanco)"	81
"0DYNL4xbYWgNzppUamtyR4"	"2020-11-06"	"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)"	81
"35wvL50xvKpCHEJPxLOLPI"	"2018-12-23"	"Si Estuviésemos Juntos"	81
"6i0V12jOa3mr6uu4WYhUBr"	"2016-06-16"	"Heathens"	81
"7ef4DlsgrMEH11cDZd32M6"	"2018-04-06"	"One Kiss (with Dua Lipa)"	81
"1mKXFLRA179hdOWQBwUk9e"	"2012-09-18"	"Just Give Me a Reason (feat. Nate Ruess)"	81
"4jcxBTrNvyqMJdMDyyjdYV"	"2020-11-13"	"Dime Cómo Quieres"	81
"2gam98EZKrF9XuOkU13ApN"	"2006-01-01"	"Promiscuous"	81
"08bNPGLD8AhKpnnERrAc6G"	"2018-02-09"	"FRIENDS"	81
"0KKkJNfGyhkQ5aFogxQAPU"	"2016-11-17"	"That's What I Like"	81
"0E9ZjEAyAwOXZ7wJC0PD33"	"2018-06-08"	"In My Mind"	81
"4PS1e8f2LvuTFgUs1Cn3ON"	"1962"	"The Christmas Song (Merry Christmas To You)"	81
"3dPtXHP0oXQ4HCWHsOA9js"	"2019-12-15"	"夜に駆ける"	81
"23XjN1s3DZC8Q9ZwuorYY4"	"2020-11-27"	"TE DESEO LO MEJOR"	81
"60iSKGrGazRzICtMjADNSM"	"2019-05-17"	"Hold Me While You Wait"	81
"2JzZzZUQj3Qff7wapcbKjc"	"2015"	"See You Again (feat. Charlie Puth)"	81
"2JvzF1RMd7lE3KmFlsyZD8"	"2019-01-23"	"MIDDLE CHILD"	81
"6CcJMwBtXByIz4zQLzFkKc"	"2019-03-29"	"i love you"	81
"64lsIF5pw0sJY0gV5kz0RN"	"2019-11-14"	"Can I Call You Tonight?"	81
"1BYZxKSf0aTxp8ZFoeyM3d"	"2018-11-21"	"we fell in love in october"	81
"5ry2OE6R2zPQFDO85XkgRb"	"2019-06-15"	"Money In The Grave (Drake ft. Rick Ross)"	81
"7e89621JPkKaeDSTQ3avtg"	"1974-04-15"	"Sweet Home Alabama"	81
"7lQWRAjyhTpCWFC0jmclT4"	"1995-11-07"	"Gangsta's Paradise"	81
"7795WJLVKJoAyVoOtCWqXN"	"2014-05-26"	"I'm Not The Only One"	81
"41MCdlvXOl62B7Kv86Bb1v"	"2019-03-08"	"Empty"	81
"0GO8y8jQk1PkHzS31d699N"	"2011-09-02"	"Tongue Tied"	81
"09mEdoA6zrmBPgTEN5qXmN"	"2018-03-30"	"Call Out My Name"	81
"2IRZnDFmlqMuOrYOLnZZyc"	"2018-11-30"	"Going Bad (feat. Drake)"	81
"2Y0iGXY6m6immVb2ktbseM"	"2018-02-09"	"Little Dark Age"	81
"2etJ67Egf7woMgOikVrlJM"	"2020-11-05"	"Travesuras"	81
"7eBqSVxrzQZtK2mmgRG6lC"	"2018-08-03"	"Murder On My Mind"	81
"2ygvZOXrIeVL4xZmAWJT2C"	"2020-07-30"	"my future"	81
"1DFD5Fotzgn6yYXkYsKiGs"	"2019-02-01"	"Piece Of Your Heart"	81
"6uFn47ACjqYkc0jADwEdj1"	"2019-06-07"	"Pop Out (feat. Lil Tjay)"	81
"1fewSx2d5KIZ04wsooEBOz"	"2018-11-06"	"Space Cadet (feat. Gunna)"	81
"18uwL0vNUanqZH0ro2QcOP"	"2018-09-28"	"comethru"	81
"5Nm9ERjJZ5oyfXZTECKmRt"	"2014-05-26"	"Stay With Me"	81
"3ZG8N7aWw2meb6UrI5ZmnZ"	"2020-05-21"	"Relación"	81
"4CxFN5zON70B3VOPBYbd6P"	"2019-05-03"	"you were good to me"	81
"3oDkdAySo1VQQG0ptV7uwa"	"2018-12-10"	"Lean Wit Me"	81
"2RSHsoi04658QL5xgQVov3"	"2018-11-09"	"Bad Liar"	81
"0t3ZvGKlmYmVsDzBJAXK8C"	"2019-09-06"	"Goodbyes (feat. Young Thug)"	81
"6wQlQrTY5mVS8EGaFZVwVF"	"2020-07-10"	"Smile (with The Weeknd)"	81
"07KXEDMj78x68D884wgVEm"	"2019-12-06"	"High Fashion (feat. Mustard)"	81
"5wujBwqG7INdStqGd4tRMX"	"2018-12-10"	"Armed And Dangerous"	81
"1Knctxx9vGZxpZfF66BIEa"	"2018-06-22"	"Legends"	81
"58q2HKrzhC3ozto2nDdN4z"	"2018-04-06"	"I Like It"	81
"6cS9PmLky2NhLOhpIsUlow"	"2020-12-18"	"Gnat"	81
"2iUXsYOEPhVqEBwsqP70rE"	"2018-06-15"	"Youngblood"	81
"6Qn5zhYkTa37e91HC1D7lb"	"2017-06-23"	"Whatever It Takes"	80
"6U0FIYXCQ3TGrk4tFpLrEA"	"2019-08-23"	"SUGAR"	80
"67ACYA3UI6QMNtHX6b34wX"	"2020-11-27"	"LA DROGA"	80
"5PuKlCjfEVIXl0ZBp5ZW9g"	"2012-11-09"	"Holly Jolly Christmas"	80
"23T0OX7QOiIUFShSzbJ5Uo"	"2020-06-19"	"I Hope"	80
"4S2uhQE8L9V6p7rj7SiauJ"	"2020-03-13"	"Suicidal (Remix) [feat. Juice WRLD]"	80
"5hVghJ4KaYES3BFUATCYn0"	"2019-05-17"	"EARFQUAKE"	80
"4nbWX2HzrOEnX4xxvYRCyU"	"2020-07-31"	"Cabrón y Vago - En Vivo"	80
"364dI1bYnvamSnBJ8JcNzN"	"2020-02-07"	"Intentions"	80
"5jZ32WOU7sqzDYbzINwMUk"	"2020-11-27"	"SORRY PAPI"	80
"0oufSLnKQDoBFX5mgkDCgR"	"2018-10-19"	"Trust"	80
"7xbWAw3LMgRMn4omR5yVn3"	"2020-05-15"	"Lose Somebody"	80
"0JXXNGljqupsJaZsgSbMZV"	"2010-11-26"	"Sure Thing"	80
"7BqBn9nzAq8spo5e7cZ0dJ"	"2010-10-05"	"Just the Way You Are"	80
"7tqhbajSfrz2F7E1Z75ASX"	"1967-08-29"	"Ain't No Mountain High Enough"	80
"13EW51DKru044OJDJ9Bm8o"	"2020-11-06"	"TRAGIC (feat. Youngboy Never Broke Again & Internet Money)"	80
"7kjEqI6eZ7YlFrGhxixnlN"	"2020-11-27"	"ANTES QUE SE ACABE"	80
"2QyuXBcV1LJ2rq01KhreMF"	"2020-02-21"	"ON"	80
"43BlKpJcSrC9AsJ3F1DKg9"	"2020-12-24"	"Still Trappin' (with King Von)"	80
"3KJ3opyV29269SXkPrc19l"	"2020-11-27"	"120"	80
"3swc6WTsr7rl9DqQKQA55C"	"2018-04-27"	"Psycho (feat. Ty Dolla $ign)"	80
"3jT2LKH0RSbQ8jIUNFzXm5"	"2020-02-28"	"PTSD"	80
"7KA4W4McWYRpgf0fWsJZWB"	"2017-07-21"	"See You Again (feat. Kali Uchis)"	80
"7CH8J4ulT49UfZwSDSkSZA"	"2020-10-09"	"i miss u (with Au/Ra)"	80
"0q75NwOoFiARAVp4EXU4Bs"	"2017-06-09"	"Love Galore (feat. Travis Scott)"	80
"04aAxqtGp5pv12UXAg4pkq"	"2015-01-20"	"Centuries"	80
